,Unnamed: 0,YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,SEX,AGE,EDUC,EDUCD,DEGFIELD,DEGFIELDD,INCTOT,INCLOG10,EDU
619,1335639,2019,201901,583089,2019000700547,128.0,2019005830891,80023,1,1,128.0,1.0,51,6,63,0,0,38500,4.585460729508501,12.0
531,950207,2019,201901,409203,2019001377206,71.0,2019004092031,280013,1,2,75.0,0.0,24,6,63,0,0,15000,4.176091259055681,12.0
556,2117874,2019,201901,933278,2019000145752,55.0,2019009332781,330037,1,1,56.0,1.0,67,7,71,0,0,9600,3.9822712330395684,13.0
256,2905840,2019,201901,1284339,2019001153889,174.0,2019012843391,630248,1,2,244.0,0.0,42,6,61,0,0,45000,4.653212513775344,12.0
50,1818924,2019,201901,801415,2019000335128,107.0,2019008014151,30534,1,1,107.0,0.0,42,10,101,62,6203,100000,5.0,16.0
383,1346281,2019,201901,589446,2019000036106,66.0,2019005894461,80424,1,2,85.0,0.0,31,10,101,41,4101,66000,4.819543935541868,16.0
782,782086,2019,201901,335551,2019000920954,37.0,2019003355511,570112,1,2,105.0,1.0,28,11,114,52,5200,70000,4.845098040014257,17.0
704,554549,2019,201901,230502,2019000391725,54.0,2019002305021,100208,1,1,54.0,1.0,84,5,50,0,0,23500,4.371067862271737,11.0
659,675210,2019,201901,288903,2019000154699,287.0,2019002889031,1130012,1,1,286.0,0.0,27,7,71,0,0,25000,4.3979400086720375,13.0
691,2370413,2019,201901,1046704,2019001388620,47.0,2019010467041,130140,1,1,46.0,0.0,67,10,101,24,2499,70120,4.845841907421757,16.0
482,1570068,2019,201901,688503,2019001372029,131.0,2019006885031,30026,1,1,131.0,1.0,32,11,114,55,5502,30000,4.477121254719663,17.0
253,1354405,2019,201901,592690,2019000229962,16.0,2019005926901,130024,1,2,17.0,0.0,71,10,101,19,1902,95000,4.977723605288848,16.0
100,1629349,2019,201901,714765,2019001406149,34.0,2019007147651,220027,1,1,34.0,1.0,19,7,71,0,0,2000,3.3010299956639813,13.0
349,2876268,2019,201901,1272714,2019000995591,14.0,2019012727141,640048,1,5,85.0,0.0,20,7,71,0,0,30000,4.477121254719663,13.0
864,1098630,2019,201901,474365,2019001285204,29.0,2019004743651,160217,1,1,29.0,0.0,68,6,63,0,0,35600,4.551449997972875,12.0
881,1534303,2019,201901,673237,2019000845987,31.0,2019006732371,150026,1,2,32.0,1.0,62,8,81,0,0,65000,4.812913356642856,14.0
797,1684764,2019,201901,741415,2019000533160,88.0,2019007414151,200129,1,2,92.0,1.0,65,7,71,0,0,1100,3.041392685158225,13.0
909,2446394,2019,201901,1084370,2019000298165,71.0,2019010843701,180742,1,2,134.0,1.0,44,8,81,0,0,40000,4.6020599913279625,14.0
214,2378058,2019,201901,1050984,2019000176552,239.0,2019010509841,10041,1,1,239.0,1.0,71,10,101,23,2304,26000,4.414973347970818,16.0
39,1555031,2019,201901,682090,2019001150102,177.0,2019006820901,210126,1,2,189.0,1.0,48,10,101,40,4005,1700,3.230448921378274,16.0
60,2631636,2019,201901,1168247,2019000344124,54.0,2019011682471,160447,1,3,44.0,1.0,18,6,65,0,0,4100,3.6127838567197355,12.0
656,2050381,2019,201901,902288,2019001023285,53.0,2019009022881,100036,1,2,59.0,0.0,61,6,63,0,0,9700,3.9867717342662448,12.0
898,1517166,2019,201901,665911,2019000589015,164.0,2019006659111,10026,1,2,143.0,1.0,69,7,71,0,0,11700,4.068185861746161,13.0
336,2530912,2019,201901,1120880,2019001277123,21.0,2019011208801,220042,1,3,31.0,1.0,94,6,63,0,0,23000,4.361727836017593,12.0
922,1439423,2019,201901,630550,2019000686117,61.0,2019006305501,50225,1,1,61.0,0.0,59,4,40,0,0,36000,4.556302500767287,10.0
921,1795627,2019,201901,790017,2019001411732,113.0,2019007900171,70033,1,1,113.0,0.0,22,7,71,0,0,4000,3.6020599913279625,13.0
176,256248,2019,201901,117433,2019000323610,174.0,2019001174331,373306,1,1,173.0,0.0,68,6,63,0,0,9600,3.9822712330395684,12.0
599,1618119,2019,201901,710135,2019001118484,18.0,2019007101351,190027,1,1,19.0,0.0,88,6,63,0,0,60100,4.778874472002739,12.0
589,743949,2019,201901,318919,2019000645454,34.0,2019003189191,110812,1,1,33.0,0.0,54,7,71,0,0,25000,4.3979400086720375,13.0
408,788336,2019,201901,338272,2019000963941,77.0,2019003382721,991112,1,1,77.0,0.0,27,10,101,61,6107,55000,4.740362689494244,16.0
852,1341693,2019,201901,585848,2019001378348,41.0,2019005858481,30023,1,1,40.0,0.0,73,7,71,0,0,43400,4.63748972951251,13.0
174,1695308,2019,201901,745982,2019000783986,85.0,2019007459821,100229,1,3,123.0,0.0,23,10,101,41,4101,5000,3.6989700043360187,16.0
855,1521552,2019,201901,667793,2019000653795,96.0,2019006677931,300226,1,2,100.0,1.0,69,11,114,23,2304,63900,4.8055008581584,17.0
885,2790320,2019,201901,1238764,2019000532433,23.0,2019012387641,130048,1,1,23.0,1.0,83,6,61,0,0,15000,4.176091259055681,12.0
35,431717,2019,201901,182879,2019001005874,69.0,2019001828791,591206,1,2,60.0,1.0,37,6,63,0,0,11000,4.041392685158225,12.0
669,2970950,2019,201901,1309808,2019000728797,40.0,2019013098081,4900349,1,2,30.0,0.0,31,11,114,60,6005,75000,4.8750612633917,17.0
989,3237901,2019,201901,1427365,2019001020926,83.0,2019014273651,30056,1,2,86.0,0.0,58,8,81,0,0,120000,5.079181246047625,14.0
310,1643905,2019,201901,721978,2019000655704,16.0,2019007219781,160028,1,4,31.0,1.0,19,4,40,0,0,2000,3.3010299956639813,10.0
896,1780387,2019,201901,783084,2019001347443,70.0,2019007830841,40232,1,1,70.0,1.0,43,10,101,13,1301,4000,3.6020599913279625,16.0
300,1997703,2019,201901,880795,2019000624855,44.0,2019008807951,50036,1,5,58.0,0.0,23,6,63,0,0,52000,4.7160033436347994,12.0
323,120659,2019,201901,53985,2019001288558,64.0,2019000539851,10104,1,1,64.0,0.0,66,8,81,0,0,23500,4.371067862271737,14.0
18,1230154,2019,201901,534438,2019000962789,112.0,2019005344381,140020,1,2,99.0,1.0,68,7,71,0,0,11000,4.041392685158225,13.0
224,1768674,2019,201901,778276,2019000768281,221.0,2019007782761,40632,1,3,271.0,0.0,19,5,50,0,0,15000,4.176091259055681,11.0
434,1225873,2019,201901,532610,2019000749323,50.0,2019005326101,130220,1,1,50.0,0.0,87,11,114,24,2408,98500,4.993436230497612,17.0
372,2380497,2019,201901,1052002,2019000258413,85.0,2019010520021,80041,1,3,103.0,0.0,21,6,65,0,0,20000,4.301029995663981,12.0
608,3137921,2019,201901,1382296,2019001078632,84.0,2019013822961,1150553,1,2,70.0,0.0,42,10,101,21,2102,170000,5.230448921378274,16.0
605,2435920,2019,201901,1079860,2019000177250,135.0,2019010798601,180142,1,2,140.0,1.0,71,6,63,0,0,11300,4.05307844348342,12.0
724,2674649,2019,201901,1186578,2019001270375,79.0,2019011865781,300047,1,1,79.0,0.0,53,5,50,0,0,18000,4.2552725051033065,11.0
595,443383,2019,201901,187249,2019001051333,73.0,2019001872491,990406,1,1,73.0,0.0,62,6,63,0,0,25000,4.3979400086720375,12.0
134,1775284,2019,201901,780996,2019001096115,37.0,2019007809961,10232,1,3,18.0,0.0,18,4,40,0,0,5500,3.7403626894942437,10.0
827,99136,2019,201901,45162,2019000840646,35.0,2019000451621,10604,1,1,35.0,1.0,51,6,65,0,0,92000,4.963787827345556,12.0
48,661604,2019,201901,282903,2019000055586,83.0,2019002829031,861512,1,1,83.0,0.0,72,11,115,62,6206,74000,4.869231719730976,17.0
366,2281635,2019,201901,1007613,2019000771351,100.0,2019010076131,340039,1,2,91.0,0.0,66,10,101,24,2406,57000,4.7558748556724915,16.0
389,2463779,2019,201901,1091807,2019000497709,339.0,2019010918071,80242,1,1,339.0,1.0,45,7,71,0,0,21000,4.3222192947339195,13.0
726,1997120,2019,201901,880549,2019000620169,55.0,2019008805491,280136,1,1,56.0,1.0,55,11,114,21,2102,149000,5.173186268412274,17.0
945,3045758,2019,201901,1342728,2019000856314,49.0,2019013427281,5102051,1,5,32.0,1.0,62,6,63,0,0,12000,4.079181246047625,12.0
495,1183340,2019,201901,513519,2019000219541,394.0,2019005135191,130019,1,2,357.0,0.0,38,8,81,0,0,175000,5.243038048686294,14.0
932,2845766,2019,201901,1260647,2019000832033,59.0,2019012606471,461348,1,1,59.0,1.0,64,11,114,52,5200,18000,4.2552725051033065,17.0
791,933934,2019,201901,402446,2019001138298,379.0,2019004024461,100413,1,1,379.0,0.0,49,6,63,0,0,70000,4.845098040014257,12.0
982,722083,2019,201901,309352,2019000489048,86.0,2019003093521,950312,1,1,87.0,0.0,42,10,101,62,6206,130000,5.113943352306837,16.0
794,257697,2019,201901,117977,2019000329125,66.0,2019001179771,375506,1,1,66.0,0.0,59,6,63,0,0,45000,4.653212513775344,12.0
345,2329584,2019,201901,1028463,2019001365251,41.0,2019010284631,420039,1,2,42.0,1.0,42,11,114,53,5301,81000,4.9084850188786495,17.0
916,296649,2019,201901,132461,2019000480640,90.0,2019001324611,372406,1,1,90.0,0.0,71,7,71,0,0,63200,4.800717078282385,13.0
879,2352284,2019,201901,1039204,2019000685293,152.0,2019010392041,90040,1,1,151.0,0.0,74,5,50,0,0,15600,4.193124598354461,11.0
479,1627805,2019,201901,714117,2019001367349,11.0,2019007141171,210027,1,2,12.0,1.0,60,6,65,0,0,36800,4.565847818673518,12.0
281,2293840,2019,201901,1012874,2019000919681,37.0,2019010128741,310039,1,2,36.0,0.0,82,6,63,0,0,28500,4.45484486000851,12.0
804,2713366,2019,201901,1208608,2019000114429,59.0,2019012086081,450348,1,3,62.0,0.0,22,7,71,0,0,20000,4.301029995663981,13.0
157,1495978,2019,201901,656779,2019000276511,103.0,2019006567791,170426,1,1,103.0,1.0,52,7,71,0,0,9400,3.9731278535996988,13.0
118,349938,2019,201901,152283,2019000685754,106.0,2019001522831,130506,1,1,107.0,0.0,57,10,101,62,6206,240000,5.380211241711606,16.0
528,815750,2019,201901,350179,2019001161132,104.0,2019003501791,970112,1,1,105.0,1.0,39,7,71,0,0,71000,4.8512583487190755,13.0
442,1239915,2019,201901,539131,2019010059293,30.0,2019005391311,250021,3,1,30.0,1.0,94,8,81,0,0,12700,4.103803720955957,14.0
106,879751,2019,201901,380099,2019000347821,136.0,2019003800991,190013,1,1,136.0,1.0,52,6,63,0,0,50000,4.698970004336019,12.0
641,2752642,2019,201901,1224044,2019000327959,87.0,2019012240441,680548,1,4,99.0,0.0,83,6,63,0,0,13700,4.136720567156407,12.0
911,2272906,2019,201901,1003838,2019000664405,79.0,2019010038381,400039,1,2,65.0,1.0,43,11,116,60,6000,75100,4.875639937004168,17.0
557,1846349,2019,201901,812185,2019000797403,42.0,2019008121851,110334,1,1,42.0,0.0,69,6,65,0,0,39400,4.595496221825574,12.0
23,3178333,2019,201901,1401588,2019000042322,145.0,2019014015881,4100555,1,1,145.0,0.0,59,7,71,0,0,57000,4.7558748556724915,13.0
251,1759893,2019,201901,774654,2019000338551,49.0,2019007746541,40532,1,1,49.0,1.0,37,6,64,0,0,10000,4.0,12.0
322,3143698,2019,201901,1384671,2019001190172,33.0,2019013846711,1161153,1,2,31.0,1.0,45,6,65,0,0,8900,3.949390006644913,12.0
693,3234162,2019,201901,1425756,2019000103402,14.0,2019014257561,10056,1,2,13.0,1.0,85,6,65,0,0,14700,4.1673173347481764,12.0
341,2706561,2019,201901,1205937,2019000077427,212.0,2019012059371,680748,1,2,182.0,0.0,66,4,40,0,0,30000,4.477121254719663,10.0
764,613008,2019,201901,256382,2019000717055,66.0,2019002563821,10009,1,3,74.0,1.0,16,4,40,0,0,4200,3.6232492903979003,10.0
491,3049580,2019,201901,1344302,2019000924323,144.0,2019013443021,5500151,1,1,144.0,0.0,48,10,101,23,2307,58000,4.763427993562937,16.0
407,91921,2019,201901,42145,2019000684442,55.0,2019000421451,11704,1,1,54.0,0.0,66,10,101,21,2102,2200,3.342422680822206,16.0
744,2055585,2019,201901,904385,2019001062054,454.0,2019009043851,300236,1,5,187.0,1.0,28,6,61,0,0,53000,4.724275869600789,12.0
489,2674462,2019,201901,1186505,2019001266563,51.0,2019011865051,160147,1,1,51.0,0.0,31,11,114,21,2102,59000,4.770852011642144,17.0
527,2953801,2019,201901,1303319,2019001411569,210.0,2019013033191,490548,1,1,210.0,0.0,71,10,101,23,2300,62600,4.79657433321043,16.0
81,2897085,2019,201901,1280902,2019001107317,123.0,2019012809021,670348,1,1,123.0,0.0,63,7,71,0,0,62000,4.7923916894982534,13.0
570,531885,2019,201901,220117,2019001393059,35.0,2019002201171,790106,1,1,35.0,1.0,67,10,101,14,1401,14050,4.1476763242410986,16.0
160,1617752,2019,201901,709982,2019001108344,110.0,2019007099821,40027,1,1,109.0,0.0,65,6,63,0,0,48600,4.686636269262293,12.0
472,1385612,2019,201901,605287,2019001005329,49.0,2019006052871,50724,1,1,48.0,0.0,73,11,116,50,5003,128000,5.107209969647869,17.0
325,198339,2019,201901,95931,2019000098919,51.0,2019000959311,190406,1,1,51.0,1.0,53,6,61,0,0,43000,4.633468455579586,12.0
574,2715353,2019,201901,1209413,2019000125102,37.0,2019012094131,180048,1,1,38.0,0.0,58,7,71,0,0,80000,4.903089986991944,13.0
137,1489947,2019,201901,654212,2019000189579,58.0,2019006542121,20026,1,2,114.0,0.0,45,6,63,0,0,25000,4.3979400086720375,12.0
968,1925879,2019,201901,851480,2019000085247,21.0,2019008514801,200236,1,1,21.0,0.0,77,6,63,0,0,194150,5.2881373948820665,12.0
544,1391027,2019,201901,607471,2019001135207,54.0,2019006074711,110524,1,1,54.0,1.0,61,10,101,34,3401,61000,4.785329835010767,16.0
110,1685770,2019,201901,741852,2019000557582,15.0,2019007418521,30029,1,4,15.0,1.0,19,6,63,0,0,3500,3.5440680443502757,12.0
405,2132203,2019,201901,939456,2019000351107,53.0,2019009394561,310637,1,1,52.0,1.0,56,7,71,0,0,83000,4.919078092376074,13.0
141,9952,2019,201901,5721,2019000226258,31.0,2019000057211,250001,1,1,31.0,0.0,47,7,71,0,0,74000,4.869231719730976,13.0
553,667173,2019,201901,285381,2019000096966,55.0,2019002853811,110412,1,4,58.0,1.0,19,6,63,0,0,2800,3.4471580313422194,12.0
830,1601521,2019,201901,703244,2019000687198,141.0,2019007032441,40027,1,1,141.0,0.0,59,11,115,36,3600,476000,5.6776069527204935,17.0
72,2287589,2019,201901,1010187,2019000844355,80.0,2019010101871,260039,1,1,80.0,1.0,40,11,114,23,2307,65000,4.812913356642856,17.0
93,2903444,2019,201901,1283393,2019001140964,152.0,2019012833931,231848,1,2,102.0,1.0,31,11,114,50,5098,42000,4.623249290397901,17.0
116,2383198,2019,201901,1053158,2019000351948,38.0,2019010531581,132241,1,1,38.0,0.0,72,11,115,36,3600,331000,5.519827993775719,17.0
264,945488,2019,201901,407218,2019001306766,44.0,2019004072181,350013,1,3,63.0,0.0,28,6,64,0,0,8000,3.9030899869919438,12.0
409,1656539,2019,201901,727330,2019001293452,44.0,2019007273301,100028,1,3,54.0,1.0,49,11,114,52,5200,157000,5.195899652409234,17.0
664,2379338,2019,201901,1051496,2019000216076,88.0,2019010514961,50041,1,1,88.0,0.0,66,7,71,0,0,70600,4.848804701051804,13.0
403,424768,2019,201901,180304,2019000978360,18.0,2019001803041,150006,1,1,18.0,1.0,65,6,63,0,0,33200,4.521138083704036,12.0
426,93695,2019,201901,42889,2019000722730,106.0,2019000428891,12604,1,2,103.0,1.0,56,10,101,61,6107,60000,4.778151250383644,16.0
262,3053208,2019,201901,1345792,2019000986692,63.0,2019013457921,5104551,1,1,63.0,0.0,58,7,71,0,0,20000,4.301029995663981,13.0
817,1085108,2019,201901,468740,2019001130873,82.0,2019004687401,10517,1,2,73.0,0.0,72,6,65,0,0,21900,4.3404441148401185,12.0
951,2566177,2019,201901,1138184,2019000314270,75.0,2019011381841,40045,1,1,75.0,0.0,67,6,64,0,0,34000,4.531478917042255,12.0
517,1456231,2019,201901,637586,2019001053711,54.0,2019006375861,50625,1,1,54.0,0.0,69,10,101,23,2309,291000,5.463892988985907,16.0
683,2064393,2019,201901,907951,2019001126713,61.0,2019009079511,120436,1,1,61.0,0.0,45,10,101,62,6200,50000,4.698970004336019,16.0
149,105268,2019,201901,47669,2019000965722,56.0,2019000476691,10404,1,1,56.0,1.0,58,6,63,0,0,47000,4.672097857935717,12.0
616,2819559,2019,201901,1250351,2019000692434,93.0,2019012503511,250548,1,2,91.0,1.0,42,10,101,62,6200,27000,4.431363764158987,16.0
92,1072049,2019,201901,463238,2019000978494,47.0,2019004632381,60017,1,3,54.0,1.0,18,6,63,0,0,3000,3.4771212547196626,12.0
719,2319396,2019,201901,1023958,2019001236088,70.0,2019010239581,230039,1,1,70.0,0.0,75,6,65,0,0,27700,4.442479769064448,12.0
638,1615541,2019,201901,709044,2019001047844,25.0,2019007090441,260027,1,2,25.0,1.0,46,11,114,61,6107,12000,4.079181246047625,17.0
555,1632349,2019,201901,716991,2019000053930,38.0,2019007169911,50028,1,2,32.0,1.0,75,6,63,0,0,9300,3.9684829485539352,12.0
854,2180394,2019,201901,960277,2019001040827,77.0,2019009602771,90037,1,2,80.0,1.0,63,6,63,0,0,24000,4.380211241711606,12.0
756,567746,2019,201901,235981,2019000727279,53.0,2019002359811,80208,1,2,49.0,1.0,32,10,101,33,3301,46000,4.662757831681574,16.0
313,21717,2019,201901,10801,2019000581520,301.0,2019000108011,240001,1,3,289.0,0.0,19,7,71,0,0,4000,3.6020599913279625,13.0
143,1680884,2019,201901,739746,2019000441581,122.0,2019007397461,80029,1,2,190.0,1.0,63,6,63,0,0,15000,4.176091259055681,12.0
267,2270305,2019,201901,1002701,2019000629756,132.0,2019010027011,90639,1,1,133.0,0.0,48,11,114,23,2305,428000,5.631443769013172,17.0
487,1480450,2019,201901,650101,2019000051766,81.0,2019006501011,300526,1,1,81.0,0.0,35,6,65,0,0,41600,4.619093330626742,12.0
377,2914984,2019,201901,1287940,2019001203628,67.0,2019012879401,250448,1,1,68.0,1.0,84,4,40,0,0,20500,4.311753861055754,10.0
840,1999245,2019,201901,881434,2019000636048,136.0,2019008814341,310236,1,2,108.0,1.0,45,10,101,62,6201,28000,4.447158031342219,16.0
822,523299,2019,201901,216919,2019001360381,41.0,2019002169191,710906,1,4,69.0,1.0,28,10,101,41,4101,4000,3.6020599913279625,16.0
532,1933085,2019,201901,854421,2019000139062,66.0,2019008544211,60036,1,2,74.0,1.0,53,8,81,0,0,61100,4.786041210242554,14.0
526,128524,2019,201901,58153,2019000025901,40.0,2019000581531,110005,1,1,40.0,0.0,34,11,116,61,6107,114000,5.056904851336473,17.0
483,1903169,2019,201901,835675,2019001396014,99.0,2019008356751,110035,1,1,99.0,1.0,57,7,71,0,0,60000,4.778151250383644,13.0
746,2599577,2019,201901,1152731,2019001293043,51.0,2019011527311,110145,1,1,51.0,1.0,39,6,65,0,0,2800,3.4471580313422194,12.0
941,930740,2019,201901,401115,2019001090136,89.0,2019004011151,170013,1,2,72.0,1.0,49,11,114,23,2304,1200,3.0791812460476247,17.0
371,183424,2019,201901,90332,2019000041277,117.0,2019000903321,670206,1,2,140.0,1.0,39,7,71,0,0,100000,5.0,13.0
446,14325,2019,201901,7599,2019000356203,84.0,2019000075991,130501,1,1,83.0,0.0,64,11,114,50,5098,130200,5.114610984232173,17.0
643,231434,2019,201901,108226,2019000227078,69.0,2019001082261,374006,1,1,70.0,0.0,66,8,81,0,0,22400,4.350248018334163,14.0
104,1338092,2019,201901,584178,2019000959910,89.0,2019005841781,80023,1,3,89.0,0.0,23,6,63,0,0,23500,4.371067862271737,12.0
469,733889,2019,201901,314456,2019000572788,63.0,2019003144561,990612,1,2,92.0,0.0,48,6,64,0,0,22000,4.342422680822207,12.0
468,2951557,2019,201901,1302450,2019001399581,122.0,2019013024501,180048,1,1,122.0,0.0,56,10,101,62,6207,50000,4.698970004336019,16.0
179,1597528,2019,201901,701566,2019000578483,22.0,2019007015661,20027,1,2,22.0,1.0,56,11,114,23,2300,78000,4.892094602690481,17.0
977,1063632,2019,201901,459737,2019000878982,72.0,2019004597371,320817,1,1,72.0,1.0,44,11,114,50,5003,76000,4.880813592280791,17.0
425,2204679,2019,201901,970838,2019001396911,103.0,2019009708381,30037,1,2,115.0,1.0,67,6,63,0,0,23500,4.371067862271737,12.0
398,1141991,2019,201901,494795,2019000644583,549.0,2019004947951,200018,1,1,549.0,1.0,32,10,101,34,3401,48300,4.683947130751513,16.0
21,1205709,2019,201901,523279,2019001255448,18.0,2019005232791,20019,1,2,22.0,0.0,38,6,65,0,0,4800,3.681241237375587,12.0
450,1395043,2019,201901,609137,2019001236534,62.0,2019006091371,140024,1,1,62.0,1.0,63,10,101,61,6107,65000,4.812913356642856,16.0
101,2297720,2019,201901,1014560,2019000967572,85.0,2019010145601,570039,1,1,85.0,1.0,77,6,65,0,0,78400,4.894316062684439,12.0
164,1003007,2019,201901,434008,2019000161211,11.0,2019004340081,160217,1,2,14.0,0.0,22,6,63,0,0,17400,4.2405492482825995,12.0
130,466187,2019,201901,195767,2019001140330,49.0,2019001957671,651406,1,4,50.0,0.0,18,6,65,0,0,9800,3.9912260756924947,12.0
846,2299404,2019,201901,1015283,2019000987936,151.0,2019010152831,100039,1,2,163.0,1.0,25,7,71,0,0,30000,4.477121254719663,13.0
302,1800696,2019,201901,794118,2019000026644,67.0,2019007941181,110334,1,2,72.0,1.0,74,11,114,50,5003,29000,4.462397997898956,17.0
702,1022340,2019,201901,442210,2019000388667,92.0,2019004422101,110517,1,1,92.0,1.0,72,10,101,21,2102,52900,4.723455672035186,16.0
259,2208400,2019,201901,972650,2019000443761,213.0,2019009726501,20038,1,3,186.0,0.0,53,6,63,0,0,158000,5.198657086954422,12.0
606,1029221,2019,201901,445074,2019000468966,83.0,2019004450741,320717,1,1,83.0,0.0,57,6,63,0,0,43000,4.633468455579586,12.0
47,2399676,2019,201901,1060169,2019000935929,59.0,2019010601691,70341,1,3,61.0,0.0,16,3,30,0,0,35000,4.544068044350276,9.0
64,100539,2019,201901,45704,2019000868030,100.0,2019000457041,60004,1,2,91.0,1.0,69,7,71,0,0,10800,4.033423755486949,13.0
301,1275543,2019,201901,555086,2019001118689,44.0,2019005550861,220021,1,2,37.0,1.0,63,5,50,0,0,32000,4.505149978319906,11.0
925,2910886,2019,201901,1286314,2019001181275,101.0,2019012863141,231348,1,1,100.0,1.0,26,10,101,54,5404,54000,4.732393759822968,16.0
929,1107159,2019,201901,478022,2019001389585,17.0,2019004780221,240017,1,1,17.0,0.0,79,5,50,0,0,15000,4.176091259055681,11.0
459,1761340,2019,201901,775250,2019000416133,29.0,2019007752501,10132,1,1,30.0,0.0,24,6,63,0,0,40000,4.6020599913279625,12.0
853,2555704,2019,201901,1133636,2019000009459,109.0,2019011336361,10545,1,1,110.0,1.0,67,7,71,0,0,38200,4.5820633629117085,13.0
41,1890480,2019,201901,830275,2019000434954,84.0,2019008302751,120035,1,2,64.0,1.0,33,6,63,0,0,21000,4.3222192947339195,12.0
530,2085193,2019,201901,916472,2019001284907,56.0,2019009164721,180236,1,2,64.0,1.0,71,10,101,37,3700,98900,4.995196291597179,16.0
268,1688908,2019,201901,743209,2019000632327,133.0,2019007432091,110029,1,5,126.0,1.0,53,6,65,0,0,6700,3.8260748027008264,12.0
700,1986817,2019,201901,876331,2019000543795,51.0,2019008763311,180236,1,3,66.0,0.0,19,6,63,0,0,5000,3.6989700043360187,12.0
814,1966477,2019,201901,868126,2019000394105,19.0,2019008681261,250036,1,1,19.0,0.0,63,6,63,0,0,21100,4.324282455297693,12.0
679,2018505,2019,201901,889292,2019000784316,74.0,2019008892921,410636,1,1,74.0,1.0,63,11,114,55,5507,104000,5.017033339298781,17.0
660,1187259,2019,201901,515231,2019000404884,98.0,2019005152311,120019,1,2,121.0,1.0,56,6,61,0,0,60000,4.778151250383644,12.0
505,2719543,2019,201901,1211051,2019000148018,56.0,2019012110511,80048,1,1,57.0,1.0,50,7,71,0,0,65300,4.814913181275074,13.0
354,2586680,2019,201901,1147127,2019000915551,50.0,2019011471271,10445,1,2,50.0,1.0,27,10,101,19,1901,85000,4.929418925714293,16.0
938,964029,2019,201901,414924,2019001134327,62.0,2019004149241,30415,1,2,186.0,0.0,34,6,65,0,0,121000,5.08278537031645,12.0
169,1765612,2019,201901,777039,2019000620304,56.0,2019007770391,40732,1,2,56.0,1.0,64,11,114,50,5003,11600,4.064457989226918,17.0
535,2613570,2019,201901,1159427,2019010043994,47.0,2019011594271,320747,3,1,47.0,1.0,80,3,30,0,0,7200,3.8573324964312685,9.0
935,969146,2019,201901,417104,2019000163508,119.0,2019004171041,70216,1,1,119.0,0.0,73,11,116,50,5004,96700,4.985426474083002,17.0
10,864889,2019,201901,374042,2019000133121,24.0,2019003740421,130013,1,1,25.0,0.0,71,10,101,52,5299,62200,4.793790384690818,16.0
983,2146151,2019,201901,945471,2019000550749,59.0,2019009454711,440037,1,2,59.0,1.0,72,4,40,0,0,7700,3.886490725172482,10.0
269,1008005,2019,201901,436121,2019000219594,96.0,2019004361211,320917,1,2,126.0,1.0,47,11,114,21,2102,108000,5.033423755486949,17.0
714,3000373,2019,201901,1323806,2019000058309,62.0,2019013238061,5930851,1,2,63.0,1.0,62,11,114,33,3301,5000,3.6989700043360187,17.0
923,2284635,2019,201901,1008910,2019000807823,48.0,2019010089101,411139,1,2,65.0,1.0,50,6,64,0,0,46000,4.662757831681574,12.0
287,3027776,2019,201901,1335286,2019000540096,253.0,2019013352861,5109651,1,2,547.0,0.0,21,6,64,0,0,1200,3.0791812460476247,12.0
337,26764,2019,201901,13027,2019000735840,48.0,2019000130271,180001,1,1,47.0,0.0,53,6,63,0,0,80000,4.903089986991944,12.0
112,1217987,2019,201901,529291,2019000362332,9.0,2019005292911,110020,1,1,10.0,0.0,77,6,63,0,0,23100,4.363611979892144,12.0
575,137998,2019,201901,62179,2019000486607,119.0,2019000621791,50005,1,2,148.0,1.0,69,7,71,0,0,13000,4.113943352306837,13.0
277,2073108,2019,201901,911574,2019001192184,410.0,2019009115741,400636,1,2,292.0,1.0,36,10,101,62,6201,4800,3.681241237375587,16.0
857,318103,2019,201901,140443,2019000563051,45.0,2019001404431,670906,1,3,53.0,1.0,25,10,101,62,6201,15000,4.176091259055681,16.0
458,2697306,2019,201901,1202313,2019000027800,243.0,2019012023131,80048,1,1,243.0,1.0,92,6,63,0,0,17000,4.230448921378274,12.0
732,236261,2019,201901,110016,2019000245236,66.0,2019001100161,371606,1,3,57.0,0.0,24,6,63,0,0,36000,4.556302500767287,12.0
320,3227605,2019,201901,1422836,2019001265537,50.0,2019014228361,5510155,1,1,50.0,1.0,86,6,63,0,0,19600,4.292256071356476,12.0
289,824652,2019,201901,354068,2019001223910,139.0,2019003540681,690212,1,1,139.0,1.0,76,10,101,52,5200,23300,4.367355921026019,16.0
715,3076220,2019,201901,1355323,2019001386090,91.0,2019013553231,5116451,1,1,91.0,1.0,69,6,63,0,0,52800,4.722633922533812,12.0
720,1676132,2019,201901,737743,2019000331763,28.0,2019007377431,10029,1,2,17.0,0.0,48,6,63,0,0,40800,4.61066016308988,12.0
884,336211,2019,201901,147218,2019000633511,91.0,2019001472181,610206,1,1,90.0,1.0,76,10,101,49,4901,63500,4.802773725291976,16.0
808,1201678,2019,201901,521507,2019001072069,332.0,2019005215071,200019,1,1,332.0,0.0,50,11,115,55,5506,150000,5.176091259055681,17.0
913,1969830,2019,201901,869488,2019000419229,142.0,2019008694881,280136,1,1,143.0,1.0,43,11,114,21,2105,98000,4.991226075692495,17.0
