PARID,MUNICIPALITY,LOCATION,SALE DATE,RECORDED DATE
1357K00056000000,West Deer  ,206 TYLER CT GIBSONIA PA 15044,12/30/2015,1/20/2016
1357K00068000000,West Deer  ,306 LUKE CT GIBSONIA PA 15044,7/10/2015,7/13/2015
1357K00128000000,West Deer  ,509 LEAH CT GIBSONIA PA 15044,9/21/2015,9/23/2015
1357P00003000000,West Deer  ,212 TYLER CT GIBSONIA PA 15044,4/22/2015,5/5/2015
1368J00316000000,Harrison  ,1272 11TH AVE NATRONA HEIGHTS PA 15065,7/24/2015,7/31/2015
1368K00060000000,Harrison  ,94 -96 SPRUCE ST NATRONA HEIGHTS PA 15065,8/17/2015,10/19/2015
1368K00103000000,Harrison  ,72 PINE ST NATRONA HEIGHTS PA 15065,9/11/2015,9/21/2015
1368K00145000000,Harrison  ,61 SYCAMORE ST NATRONA HEIGHTS PA 15065,7/9/2015,7/22/2015
1368L00025000000,Harrison  ,55 RIVER AVE NATRONA HEIGHTS PA 15065,9/3/2015,9/4/2015
1368L00031000000,Harrison  ,67 RIVER AVE NATRONA HEIGHTS PA 15065,7/17/2015,7/23/2015
1368L00082000000,Harrison  ,16 CHESTNUT ST NATRONA HEIGHTS PA 15065,4/15/2015,4/30/2015
1368L00082000000,Harrison  ,16 CHESTNUT ST NATRONA HEIGHTS PA 15065,7/22/2015,8/20/2015
1368L00115000000,Harrison  ,19 GARFIELD ST NATRONA HEIGHTS PA 15065,12/11/2015,12/22/2015
1368L00119000000,Harrison  ,25 GARFIELD ST NATRONA HEIGHTS PA 15065,7/29/2015,8/3/2015
1368L00119000001,Harrison  ,25 GARFIELD ST NATRONA HEIGHTS PA 15065,7/29/2015,8/3/2015
1353M00307000000,Hampton  ,5166 WILLOW WOOD DR GIBSONIA PA 15044,4/28/2015,5/6/2015
1353M00385000000,Hampton  ,0 WILLOW WOOD DR GIBSONIA PA 15044,7/30/2015,9/1/2015
1353P00149000000,Hampton  ,5101 HARDT RD GIBSONIA PA 15044,9/14/2015,9/22/2015
1353S00073000000,Hampton  ,2491 W HARDIES RD GIBSONIA PA 15044,9/29/2015,10/2/2015
1353S00337000000,Hampton  ,5101 WILLOW WOOD DR GIBSONIA PA 15044,5/5/2015,5/8/2015
1353S00337000000,Hampton  ,5101 WILLOW WOOD DR GIBSONIA PA 15044,8/24/2015,8/26/2015
1354D00100000000,Richland  ,0 EXECUTIVE DR GIBSONIA PA 15044,4/24/2015,5/4/2015
1354E00151000000,Hampton  ,2554 ELGRO RD GIBSONIA PA 15044,10/9/2015,10/15/2015
1354H00102000000,Hampton  ,5230 MALLARD DR GIBSONIA PA 15044,3/19/2015,3/23/2015
1506E00056000000,Richland  ,204 ROSE CIR GIBSONIA PA 15044,8/3/2015,8/24/2015
1506E00060016200,Richland  ,137 RANA LN GIBSONIA PA 15044,8/3/2015,8/28/2015
1506E00063012300,Richland  ,213 ROSE CIR GIBSONIA PA 15044,8/3/2015,8/5/2015
1506F00109000000,Richland  ,5475 WILLIAM FLYNN HWY GIBSONIA PA 15044,9/24/2015,10/1/2015
1506G00086000000,Richland  ,203 ARBORWOOD DR GIBSONIA PA 15044,11/19/2015,11/23/2015
1506G00149000000,Richland  ,107 APPLEWOOD DR GIBSONIA PA 15044,3/24/2015,3/31/2015
1506G00185000000,Richland  ,1216 APPLEWOOD DR GIBSONIA PA 15044,7/20/2015,8/6/2015
1506H00063000000,Richland  ,1028 WOODHILL DR GIBSONIA PA 15044,3/20/2015,3/27/2015
1506H00130000000,Richland  ,200 FORESTWOOD DR GIBSONIA PA 15044,11/16/2015,12/28/2015
1506H00384000000,Richland  ,208 ARBORWOOD DR GIBSONIA PA 15044,3/18/2015,4/1/2015
1358B00300000000,West Deer  ,0 PECKHAM LN GIBSONIA PA 15044,1/30/2015,2/25/2015
1358C00092000000,West Deer  ,58 HILLTOP LN GIBSONIA PA 15044,8/19/2015,9/1/2015
1358J00371000000,West Deer  ,4551 GIBSONIA RD GIBSONIA PA 15044,7/14/2015,7/15/2015
1358J00371000100,West Deer  ,4551 GIBSONIA RD GIBSONIA PA 15044,7/14/2015,7/15/2015
1358K00348000000,West Deer  ,7 MOUNTAIN VIEW RD GIBSONIA PA 15044,2/23/2015,2/25/2015
1359D00043000000,West Deer  ,14 BURGER RD CHESWICK PA 15024,12/18/2015,12/31/2015
1359H00089000000,West Deer  ,2251 SAXONBURG BLVD CHESWICK PA 15024,2/12/2015,2/19/2015
1359H00380000000,West Deer  ,18 QUIGLEY RD CHESWICK PA 15024,10/16/2015,10/21/2015
1359M00040000000,West Deer  ,121 TRUMP RD CHESWICK PA 15024,10/10/2015,10/19/2015
1360B00307000000,West Deer  ,59 OVERLOOK PL CHESWICK PA 15024,12/28/2015,1/21/2016
1368L00125000000,Harrison  ,43 GARFIELD ST NATRONA HEIGHTS PA 15065,3/5/2015,4/23/2015
1368L00146000000,Harrison  ,48 GARFIELD ST NATRONA HEIGHTS PA 15065,1/12/2015,1/16/2015
1368L00146000000,Harrison  ,48 GARFIELD ST NATRONA HEIGHTS PA 15065,4/29/2015,7/30/2015
1368L00170000000,Harrison  ,12 GARFIELD ST NATRONA HEIGHTS PA 15065,9/15/2015,9/21/2015
1368L00221000000,Harrison  ,65 WALNUT ST NATRONA HEIGHTS PA 15065,3/27/2015,4/23/2015
1368L00248000000,Harrison  ,0 WALNUT ST NATRONA HEIGHTS PA 15065,4/24/2015,6/5/2015
1368L00351000000,Harrison  ,26 SPRUCE ST NATRONA HEIGHTS PA 15065,9/25/2015,9/29/2015
1368L00359000000,Harrison  ,10 SPRUCE ST NATRONA HEIGHTS PA 15065,4/9/2015,5/14/2015
1354H00132000000,Hampton  ,2804 DRAKE CT GIBSONIA PA 15044,7/16/2015,7/22/2015
1354H00136000000,Hampton  ,2808 DRAKE CT GIBSONIA PA 15044,11/20/2015,12/8/2015
1354H00153000000,Hampton  ,2775 DRAKE CT GIBSONIA PA 15044,6/16/2015,6/19/2015
1354J00121000000,Hampton  ,2548 W HARDIES RD GIBSONIA PA 15044,9/1/2015,9/9/2015
1354K00103000000,Hampton  ,5155 LAKEWOOD DR GIBSONIA PA 15044,5/4/2015,5/15/2015
1354L00393000000,Hampton  ,2684 W HARDIES RD GIBSONIA PA 15044,5/4/2015,5/8/2015
1354N00092000000,Hampton  ,5098 LAKEVIEW DR GIBSONIA PA 15044,7/1/2015,8/10/2015
1506L00036000000,Richland  ,5311 GEORGIANN DR GIBSONIA PA 15044,12/14/2015,1/6/2016
1506L00072000000,Richland  ,5321 GEORGIANN DR GIBSONIA PA 15044,7/9/2015,7/24/2015
1506L00315000000,Richland  ,5314 GEORGIANN DR GIBSONIA PA 15044,12/4/2015,12/15/2015
1506M00025000000,Richland  ,1240 WOODHILL DR GIBSONIA PA 15044,5/9/2015,9/14/2015
1506M00057000000,Richland  ,1073 HIGH MEADOWS DR GIBSONIA PA 15044,5/29/2015,6/2/2015
1506S00151000000,Richland  ,1028 HIGH MEADOWS DR GIBSONIA PA 15044,4/30/2015,5/15/2015
1507A00122000000,Richland  ,1021 ARBORWOOD DR GIBSONIA PA 15044,6/5/2015,6/8/2015
1360E00141000000,West Deer  ,173 TRUMP RD CHESWICK PA 15024,6/4/2015,8/17/2015
1360F00365000000,West Deer  ,190 TRUMP RD CHESWICK PA 15024,7/28/2015,8/13/2015
1360F00365000000,West Deer  ,190 TRUMP RD CHESWICK PA 15024,10/21/2015,11/12/2015
1360H00059000000,West Deer  ,235 WINEBERRY DR CHESWICK PA 15024,9/25/2015,9/25/2015
1360H00094000000,West Deer  ,243 SHAGBARK DR CHESWICK PA 15024,6/10/2015,6/16/2015
1360H00094000000,West Deer  ,243 SHAGBARK DR CHESWICK PA 15024,11/18/2015,1/6/2016
1360H00120000000,West Deer  ,258 SHAGBARK DR CHESWICK PA 15024,7/27/2015,8/3/2015
1360H00375000000,West Deer  ,218 EAST UNION RD CHESWICK PA 15024,11/30/2015,12/11/2015
1360M00101000000,West Deer  ,47 WOODHILL DR CHESWICK PA 15024,5/8/2015,5/20/2015
1360M00365000000,West Deer  ,266 EAST UNION RD CHESWICK PA 15024,5/4/2015,5/14/2015
1360N00041000000,West Deer  ,82 MCCLURE RD CHESWICK PA 15024,11/8/2015,12/15/2015
1360P00344000000,West Deer  ,64 SIMON RD CHESWICK PA 15024,2/18/2015,2/23/2015
1360S00186000000,West Deer  ,63 GREENLEAF DR CHESWICK PA 15024,5/29/2015,6/5/2015
1368N00010000000,Harrison  ,1262 8TH AVE NATRONA HEIGHTS PA 15065,3/21/2015,4/9/2015
1368N00013000000,Harrison  ,1261 8TH AVE NATRONA HEIGHTS PA 15065,3/21/2015,4/9/2015
1368N00092000000,Harrison  ,1267 OUTLOOK ST NATRONA HEIGHTS PA 15065,11/18/2015,12/1/2015
1368N00175000000,Harrison  ,1264 ARGONNE DR NATRONA HEIGHTS PA 15065,4/30/2015,5/1/2015
1368P00020000000,Harrison  ,51 SYCAMORE ST NATRONA HEIGHTS PA 15065,5/15/2015,5/18/2015
1368P00020000000,Harrison  ,51 SYCAMORE ST NATRONA HEIGHTS PA 15065,11/6/2015,12/21/2015
1368R00150000000,Harrison  ,31 LINDEN ST NATRONA HEIGHTS PA 15065,6/7/2015,7/17/2015
1354S00100000000,Hampton  ,0 S PIONEER RD GIBSONIA PA 15044,11/6/2015,11/9/2015
1355C00291000000,Richland  ,4029 VALLEYVUE DR GIBSONIA PA 15044,8/14/2015,8/18/2015
1355D00133000000,Richland  ,3061 E HARDIES RD GIBSONIA PA 15044,9/25/2015,9/30/2015
1355D00273000000,Richland  ,4140 VALLEYVUE DR GIBSONIA PA 15044,6/10/2015,6/25/2015
1355E00099000000,Richland  ,5316 WILLIAM FLYNN HWY GIBSONIA PA 15044,7/15/2015,9/1/2015
1355E00330000000,Hampton  ,2873 W HARDIES RD GIBSONIA PA 15044,12/16/2015,12/18/2015
1355F00115000000,Hampton  ,2936 E HARDIES RD GIBSONIA PA 15044,6/5/2015,6/9/2015
1355F00120000000,Hampton  ,2930 E HARDIES RD GIBSONIA PA 15044,2/12/2015,2/13/2015
1355F00138510500,Hampton  ,5105 POLO FIELDS DR GIBSONIA PA 15044,6/29/2015,6/30/2015
1355F00138510700,Hampton  ,5107 POLO FIELDS DR GIBSONIA PA 15044,2/5/2015,2/11/2015
1355F00138511600,Hampton  ,5116 POLO FIELDS DR GIBSONIA PA 15044,9/11/2015,9/15/2015
1507C00002000000,West Deer  ,102 CANTER LN GIBSONIA PA 15044,6/12/2015,6/19/2015
1507C00022000000,West Deer  ,120 CANTER LN GIBSONIA PA 15044,5/4/2015,5/7/2015
1507C00040000000,West Deer  ,140 CANTER LN GIBSONIA PA 15044,7/28/2015,7/31/2015
1507C00149000000,Richland  ,428 JENNY DR GIBSONIA PA 15044,10/30/2015,11/4/2015
1507D00030000000,West Deer  ,115 CANTER LN GIBSONIA PA 15044,1/26/2015,2/4/2015
1507D00032000000,West Deer  ,111 CANTER LN GIBSONIA PA 15044,9/14/2015,9/24/2015
1507D00103000000,West Deer  ,102 WALKER LN GIBSONIA PA 15044,9/10/2015,9/16/2015
1507D00109000000,West Deer  ,110 WALKER LN GIBSONIA PA 15044,1/30/2015,2/20/2015
1507D00123000000,West Deer  ,280 HYTYRE FARMS DR GIBSONIA PA 15044,9/30/2015,11/13/2015
1361D00230000000,West Deer  ,184 STARR RD CHESWICK PA 15024,5/11/2015,5/18/2015
1361E00284000000,West Deer  ,230 WINEBERRY DR CHESWICK PA 15024,8/14/2015,8/24/2015
1361F00212000000,West Deer  ,24 PASKORZ LN CHESWICK PA 15024,7/27/2015,8/5/2015
1361F00236000000,West Deer  ,18 PASKORZ LN CHESWICK PA 15024,10/29/2015,11/12/2015
1361F00236000000,West Deer  ,18 PASKORZ LN CHESWICK PA 15024,12/3/2015,12/11/2015
1361H00249000000,West Deer  ,793 LITTLE DEER CREEK VALLEY RD RUSSELLTON PA 15076,6/29/2015,7/8/2015
1361L00066000000,West Deer  ,1024 CHURCH ST RUSSELLTON PA 15076,9/17/2015,10/9/2015
1361S00108000000,West Deer  ,868 LITTLE DEER CREEK VALLEY RD RUSSELLTON PA 15076,9/3/2015,9/8/2015
1413N00352000000,Elizabeth Twp  ,1641 BEECHVIEW ST BUENA VISTA PA 15018,7/31/2015,8/18/2015
1413N00372000000,Elizabeth Twp  ,1614 BEECHVIEW ST BUENA VISTA PA 15018,3/20/2015,4/13/2015
1414S00014000000,Elizabeth Twp  ,119 KLONDIKE ST BUENA VISTA PA 15018,7/29/2015,8/11/2015
1414S00029000000,Elizabeth Twp  ,1631 PARKVUE DR BUENA VISTA PA 15018,7/2/2015,7/8/2015
1103M00338000000,Plum  ,616 SURFSIDE DR PITTSBURGH PA 15239,9/1/2015,9/3/2015
1103M00338000000,Plum  ,616 SURFSIDE DR PITTSBURGH PA 15239,12/21/2015,3/9/2016
1103P00052000000,Plum  ,614 NEW TEXAS RD PITTSBURGH PA 15239,2/17/2015,3/3/2015
1103P00098000000,Plum  ,0 NEW TEXAS RD PITTSBURGH PA 15239,4/29/2015,5/1/2015
1103P00105000000,Plum  ,630 NEW TEXAS RD PITTSBURGH PA 15239,4/29/2015,5/1/2015
1103P00109000000,Plum  ,632 NEW TEXAS RD PITTSBURGH PA 15239,8/27/2015,9/11/2015
1103R00053000000,Plum  ,1307 OBLOCK RD PITTSBURGH PA 15239,7/22/2015,8/10/2015
1103S00015000000,Plum  ,681 HARBORVIEW DR PITTSBURGH PA 15239,4/27/2015,5/4/2015
1103S00068000000,Plum  ,646 HARBORVIEW DR PITTSBURGH PA 15239,11/13/2015,11/19/2015
1103S00214000000,Plum  ,653 SURFSIDE DR PITTSBURGH PA 15239,2/20/2015,2/27/2015
1104A00370000000,Plum  ,326 CARPENTER DR PITTSBURGH PA 15239,11/5/2015,11/9/2015
1204R00246000000,Franklin Park ,2509 BIRCHWOOD CT WEXFORD PA 15090,2/20/2015,3/4/2015
1205C00013000000,McCandless  ,113 CANDLE RIDGE DR WEXFORD PA 15090,9/17/2015,9/21/2015
1205C00156000000,McCandless  ,120 WELLER DR WEXFORD PA 15090,7/16/2015,7/28/2015
1205D00319000000,McCandless  ,10475 PERRY HWY WEXFORD PA 15090,12/11/2015,12/15/2015
1205H00140000000,McCandless  ,10339 PERRY HWY WEXFORD PA 15090,2/20/2015,2/23/2015
1205H00160000000,McCandless  ,10339 PERRY HWY WEXFORD PA 15090,2/20/2015,2/23/2015
1129J00038000000,Elizabeth Twp  ,222 WILLIAMSBURG DR ELIZABETH PA 15037,4/16/2015,4/20/2015
1129J00048000000,Elizabeth Twp  ,219 HOWELL ST ELIZABETH PA 15037,6/2/2015,6/12/2015
1129J00181000000,Elizabeth Twp  ,0 CHAPEL DR ELIZABETH PA 15037,9/23/2015,10/6/2015
1129J00219000000,Elizabeth Twp  ,203 PARKWYN ST ELIZABETH PA 15037,7/28/2015,7/31/2015
1129L00095000000,Elizabeth Twp  ,122 ARROW DR ELIZABETH PA 15037,12/1/2015,12/7/2015
1129L00278000000,Elizabeth Twp  ,508 ROCK RUN RD ELIZABETH PA 15037,3/24/2015,3/27/2015
1129L00333000000,Elizabeth Twp  ,104 KAREN DR ELIZABETH PA 15037,5/15/2015,6/3/2015
1129N00054000000,Elizabeth Twp  ,302 HOWELL ST ELIZABETH PA 15037,10/22/2015,10/27/2015
1129N00249000000,Elizabeth Twp  ,233 DENNIS ST ELIZABETH PA 15037,10/20/2015,10/29/2015
1180L00026000000,Findlay  ,1118 CLINTON RD CLINTON PA 15026,4/6/2015,4/9/2015
1180N00209000000,Findlay  ,0 MATCHETTE RD CLINTON PA 15026,1/27/2015,1/29/2015
1180R00327000000,Findlay  ,1270 MCCASLIN RD CLINTON PA 15026,1/28/2015,2/2/2015
1197M00022000000,Bell Acres  ,0 GAYDOS LN SEWICKLEY PA 15143,10/26/2015,11/30/2015
1197M00053000000,Bell Acres  ,120 GAYDOS LN SEWICKLEY PA 15143,10/26/2015,11/30/2015
1198C00051000000,Bell Acres  ,1674 BIG SEWICKLEY CREEK RD SEWICKLEY PA 15143,5/4/2015,7/28/2015
1198J00352000000,Bell Acres  ,130 GAYDOS LN SEWICKLEY PA 15143,10/26/2015,11/30/2015
1198J00368000000,Bell Acres  ,140 GAYDOS LN SEWICKLEY PA 15143,6/12/2015,6/24/2015
1198R00045000000,Bell Acres  ,107 WILLOW RIDGE RD SEWICKLEY PA 15143,9/18/2015,10/2/2015
1202G00145000000,Franklin Park ,2811 DEPAUL CT SEWICKLEY PA 15143,9/17/2015,10/19/2015
1202G00146000000,Franklin Park ,2813 DEPAUL CT SEWICKLEY PA 15143,5/7/2015,5/8/2015
1202G00146000000,Franklin Park ,2813 DEPAUL CT SEWICKLEY PA 15143,8/20/2015,8/24/2015
1202G00147000000,Franklin Park ,2815 DEPAUL CT SEWICKLEY PA 15143,2/6/2015,2/9/2015
1202G00147000000,Franklin Park ,2815 DEPAUL CT SEWICKLEY PA 15143,5/22/2015,5/27/2015
1202G00156000000,Franklin Park ,2812 DEPAUL CT SEWICKLEY PA 15143,1/22/2015,1/22/2015
1205J00005000000,McCandless  ,104 FOXWOOD DR WEXFORD PA 15090,7/2/2015,7/15/2015
1205J00071000000,McCandless  ,0 MEINERT RD WEXFORD PA 15090,8/3/2015,8/5/2015
1205K00211000000,McCandless  ,10010 VALLEYVIEW CT WEXFORD PA 15090,8/7/2015,11/3/2015
1205K00211000000,McCandless  ,10010 VALLEYVIEW CT WEXFORD PA 15090,10/26/2015,11/4/2015
1205K00223000000,McCandless  ,10005 VALLEYVIEW CT WEXFORD PA 15090,6/4/2015,7/15/2015
1205N00149000000,McCandless  ,10186 SUDBERRY DR WEXFORD PA 15090,3/30/2015,4/2/2015
1205P00022000000,McCandless  ,10176 WOODBURY DR WEXFORD PA 15090,9/18/2015,9/24/2015
1205P00187000000,McCandless  ,10189 WOODBURY DR WEXFORD PA 15090,7/31/2015,8/5/2015
1205S00019000000,McCandless  ,95 LONGVUE AVE WEXFORD PA 15090,12/28/2015,1/13/2016
1205S00212000000,McCandless  ,0 HILLCREST AVE WEXFORD PA 15090,1/26/2015,1/29/2015
1129P00124000000,Elizabeth Twp  ,514 TOMAHAWK DR ELIZABETH PA 15037,10/8/2015,10/14/2015
1129P00124000100,Elizabeth Twp  ,514 TOMAHAWK DR ELIZABETH PA 15037,10/8/2015,10/14/2015
1129R00186000000,Elizabeth Twp  ,215 ARROW DR ELIZABETH PA 15037,3/11/2015,4/22/2015
1130D00089000000,Elizabeth Twp  ,225 ROCK RUN RD ELIZABETH PA 15037,3/20/2015,3/25/2015
1130G00083000000,Elizabeth Twp  ,0 SCENERY DR ELIZABETH PA 15037,4/7/2015,4/28/2015
1130H00150000000,Elizabeth Twp  ,203 CRESSWOOD DR ELIZABETH PA 15037,6/2/2015,6/18/2015
1130H00175000000,Elizabeth Twp  ,208 ROCK RUN RD ELIZABETH PA 15037,8/28/2015,9/3/2015
1130H00307000000,Elizabeth Twp  ,120 DEER DR ELIZABETH PA 15037,7/28/2015,9/3/2015
1130J00028000000,Elizabeth Twp  ,825 SCENERY DR ELIZABETH PA 15037,6/4/2015,6/8/2015
1199B00376000000,Bell Acres  ,1923 BIG SEWICKLEY CREEK RD SEWICKLEY PA 15143,4/17/2015,4/22/2015
1199C00100000000,Franklin Park ,0 HOPKINS CHURCH RD SEWICKLEY PA 15143,12/30/2015,1/4/2016
1199P00004000000,Bell Acres  ,119 SKYMARK LN SEWICKLEY PA 15143,6/12/2015,6/15/2015
1199P00004000000,Bell Acres  ,119 SKYMARK LN SEWICKLEY PA 15143,6/22/2015,7/2/2015
1199P00013000000,Bell Acres  ,128 SKYMARK LN SEWICKLEY PA 15143,5/18/2015,5/21/2015
1200E00188000000,Franklin Park ,0 HOPKINS CHURCH RD SEWICKLEY PA 15143,12/30/2015,1/4/2016
1200N00164000000,Franklin Park ,2514 HOPKINS CHURCH RD SEWICKLEY PA 15143,5/28/2015,6/11/2015
1200N00212000000,Franklin Park ,2506 HOPKINS CHURCH RD SEWICKLEY PA 15143,12/1/2015,12/2/2015
1200N00287000000,Franklin Park ,2521 HOPKINS CHURCH RD SEWICKLEY PA 15143,5/26/2015,6/16/2015
1201A00303000000,Franklin Park ,2606 BIG SEWICKLEY CREEK RD SEWICKLEY PA 15143,3/20/2015,3/24/2015
1201J00024000000,Franklin Park ,2520 CAMPMEETING RD SEWICKLEY PA 15143,1/21/2015,1/27/2015
1201M00017000000,Franklin Park ,2508 WEXFORD BAYNE RD SEWICKLEY PA 15143,2/3/2015,2/13/2015
1201M00018000000,Franklin Park ,0 WEXFORD BAYNE RD SEWICKLEY PA 15143,2/14/2015,3/6/2015
1206A00002000000,McCandless  ,102 ASHLEY HILL DR WEXFORD PA 15090,3/19/2015,3/27/2015
1206A00012000000,McCandless  ,112 ASHLEY HILL DR WEXFORD PA 15090,8/25/2015,8/28/2015
1206A00025000000,McCandless  ,117 ASHLEY HILL DR WEXFORD PA 15090,7/1/2015,7/7/2015
1206D00249000000,McCandless  ,10460 GRUBBS RD WEXFORD PA 15090,7/7/2015,9/9/2015
1206E00005000000,McCandless  ,123 ASHLEY HILL DR WEXFORD PA 15090,2/5/2015,3/10/2015
1206E00274000000,McCandless  ,90 EINHOUSE DR WEXFORD PA 15090,7/10/2015,7/13/2015
1206E00365000000,McCandless  ,0 EINHOUSE DR WEXFORD PA 15090,7/10/2015,7/13/2015
1206F00092000000,McCandless  ,186 RIDGEVIEW DR WEXFORD PA 15090,12/30/2015,1/11/2016
1206G00081000000,McCandless  ,161 RIDGEVIEW DR WEXFORD PA 15090,10/30/2015,11/3/2015
1206G00086000000,McCandless  ,165 RIDGEVIEW DR WEXFORD PA 15090,8/7/2015,8/26/2015
1206G00099000000,McCandless  ,173 RIDGEVIEW DR WEXFORD PA 15090,12/9/2015,12/11/2015
1130J00362000000,Elizabeth Twp  ,124 MILL HILL RD ELIZABETH PA 15037,10/23/2015,10/26/2015
1130K00057000000,Elizabeth Twp  ,651 SCENERY DR ELIZABETH PA 15037,4/2/2015,4/2/2015
1130K00113000000,Elizabeth Twp  ,656 SCENERY DR ELIZABETH PA 15037,8/24/2015,9/28/2015
1130L00101000000,Elizabeth Twp  ,201 MCLAY DR ELIZABETH PA 15037,10/9/2015,10/23/2015
1130L00113000000,Elizabeth Twp  ,210 MCLAY DR ELIZABETH PA 15037,9/24/2015,9/25/2015
1130L00316000000,Elizabeth Twp  ,614 SCENERY DR ELIZABETH PA 15037,4/7/2015,4/28/2015
1130M00063000000,Elizabeth Twp  ,303 HIGH ST ELIZABETH PA 15037,7/10/2015,7/17/2015
1130M00078000000,Elizabeth Twp  ,309 HIGH ST ELIZABETH PA 15037,4/29/2015,6/1/2015
1130N00008000000,Elizabeth Twp  ,709 CIRCLE DR ELIZABETH PA 15037,4/27/2015,4/29/2015
1130N00168000000,Elizabeth Twp  ,423 CIRCLE DR ELIZABETH PA 15037,8/31/2015,9/8/2015
1130P00015000000,Elizabeth Twp  ,311 HIGHLAND DR ELIZABETH PA 15037,5/20/2015,6/1/2015
1201S00198000000,Franklin Park ,2459 ROCHESTER RD SEWICKLEY PA 15143,7/25/2015,8/10/2015
1201S00206000000,Franklin Park ,0 ROCHESTER RD SEWICKLEY PA 15143,7/25/2015,8/10/2015
1201S00255000000,Franklin Park ,2505 FAIRMONT CHURCH RD SEWICKLEY PA 15143,7/13/2015,7/21/2015
1201S00255000000,Franklin Park ,2505 FAIRMONT CHURCH RD SEWICKLEY PA 15143,12/7/2015,12/17/2015
1202A00334000000,Franklin Park ,2551 WEXFORD BAYNE RD SEWICKLEY PA 15143,12/7/2015,12/8/2015
1202D00177000000,Franklin Park ,1827 RUTGERS LN SEWICKLEY PA 15143,8/28/2015,9/2/2015
1202D00186000000,Franklin Park ,1940 GEORGETOWNE DR SEWICKLEY PA 15143,7/9/2015,7/14/2015
1202D00188000000,Franklin Park ,1942 GEORGETOWNE DR SEWICKLEY PA 15143,7/9/2015,7/10/2015
1202D00190000000,Franklin Park ,1944 GEORGETOWNE DR SEWICKLEY PA 15143,7/21/2015,7/23/2015
1202G00185000000,Franklin Park ,2706 PITTSBURGH CT SEWICKLEY PA 15143,7/15/2015,7/21/2015
1202H00002000000,Franklin Park ,0 NICHOLSON RD SEWICKLEY PA 15143,2/27/2015,3/6/2015
1202H00103000000,Franklin Park ,2605 SYRACUSE CT SEWICKLEY PA 15143,10/26/2015,10/28/2015
1202H00108000000,Franklin Park ,2615 SYRACUSE CT SEWICKLEY PA 15143,5/14/2015,5/18/2015
1202H00108000000,Franklin Park ,2615 SYRACUSE CT SEWICKLEY PA 15143,9/10/2015,9/14/2015
1206L00080000000,McCandless  ,10228 COUNTRY MANOR LN WEXFORD PA 15090,3/25/2015,4/6/2015
1206M00084000000,McCandless  ,10370 GRUBBS RD WEXFORD PA 15090,7/10/2015,7/31/2015
1206M00110000000,McCandless  ,10300 GRUBBS RD WEXFORD PA 15090,5/22/2015,5/29/2015
1206M00203000000,McCandless  ,311 KNOBS HILL CT WEXFORD PA 15090,12/31/2015,1/13/2016
1206N00234000000,McCandless  ,10207 PERRY HWY WEXFORD PA 15090,1/26/2015,1/29/2015
1206R00068000000,McCandless  ,294 HIGHVUE CIR WEXFORD PA 15090,6/10/2015,6/11/2015
1206R00170000000,McCandless  ,277 HIGHVUE CIR WEXFORD PA 15090,7/16/2015,8/10/2015
1206S00027000000,McCandless  ,10329 RIDGECREST PT WEXFORD PA 15090,6/26/2015,6/30/2015
1206S00033000000,McCandless  ,304 RUSTIN WAY WEXFORD PA 15090,11/9/2015,1/15/2016
1206S00053000000,McCandless  ,319 RUSTIN WAY WEXFORD PA 15090,10/21/2015,10/27/2015
1207J00263000000,McCandless  ,388 LINDSCOT LN WEXFORD PA 15090,3/24/2015,3/31/2015
1207J00263000000,McCandless  ,388 LINDSCOT LN WEXFORD PA 15090,3/24/2015,3/31/2015
1207K00125000000,McCandless  ,11 GREEN BRIER DR ALLISON PARK PA 15101,7/31/2015,9/4/2015
1130P00191000000,Elizabeth Twp  ,410 CIRCLE DR ELIZABETH PA 15037,11/5/2015,11/24/2015
1130R00320000000,Elizabeth Twp  ,208 CLOVER DR ELIZABETH PA 15037,2/10/2015,3/2/2015
1130S00010000000,Elizabeth Twp  ,409 HIGH ST ELIZABETH PA 15037,9/18/2015,9/21/2015
1131A00016000000,Elizabeth Twp  ,532 LOVEDALE RD ELIZABETH PA 15037,10/15/2015,10/21/2015
1131A00135000000,Elizabeth Twp  ,532 LOVEDALE RD ELIZABETH PA 15037,10/15/2015,10/21/2015
1202D00230000000,Franklin Park ,1956 GEORGETOWNE DR SEWICKLEY PA 15143,4/13/2015,5/21/2015
1202D00230000000,Franklin Park ,1956 GEORGETOWNE DR SEWICKLEY PA 15143,4/24/2015,5/21/2015
1202D00256000000,Franklin Park ,1846 LOUISVILLE LN SEWICKLEY PA 15143,7/27/2015,8/4/2015
1202D00258000000,Franklin Park ,1848 LOUISVILLE LN SEWICKLEY PA 15143,7/31/2015,8/4/2015
1202D00260000000,Franklin Park ,1850 LOUISVILLE LN SEWICKLEY PA 15143,8/6/2015,8/11/2015
1202D00262000000,Franklin Park ,1852 LOUISVILLE LN SEWICKLEY PA 15143,8/14/2015,8/17/2015
1202D00264000000,Franklin Park ,1854 LOUISVILLE LN SEWICKLEY PA 15143,8/14/2015,8/17/2015
1202D00280000000,Franklin Park ,1865 LOUISVILLE LN SEWICKLEY PA 15143,11/20/2015,11/30/2015
1202D00282000000,Franklin Park ,1863 LOUISVILLE LN SEWICKLEY PA 15143,11/20/2015,11/24/2015
1202D00284000000,Franklin Park ,1861 LOUISVILLE LN SEWICKLEY PA 15143,11/25/2015,11/30/2015
