,storeNumber,countryCode,latitude,longitude,city,olsonTimeZoneId
573,4866-113885,CA,49.871984,-119.474837,Kelowna,GMT-08
574,55048-288809,CA,49.883944,-119.490856,Kelowna,GMT-08
575,4852-100915,CA,49.883909,-119.476125,Kelowna,GMT-08
576,79563-103174,CA,49.885817,-119.489366,Kelowna,GMT-08
577,58255-290135,CA,49.882748,-119.449967,Kelowna,GMT-08
578,140-2120,CA,49.880755,-119.440845,Kelowna,GMT-08
579,4482-89003,CA,49.887107,-119.426967,Kelowna,GMT-08
580,18727-296865,CA,49.909525,-119.44992,Kelowna,GMT-08
581,4640-99641,CA,49.895743,-119.413248,Kelowna,GMT-08
582,4201-209164,CA,49.889114,-119.386436,Kelowna,GMT-08
583,16139-163904,CA,49.8375,-119.615532,Westbank,GMT-08
584,4659-100573,CA,49.828233,-119.628634,West Kelowna,GMT-08
585,5077-140164,CA,49.940395,-119.395487,Kelowna,GMT-08
586,4100-132104,CA,49.951305,-119.387554,Kelowna,GMT-08
587,20831-207284,CA,50.05397,-119.411781,Winfield,GMT-08
588,4972-104887,CA,49.495793,-119.615237,Penticton,GMT-08
589,74378-92181,CA,49.484306,-119.588799,Penticton,GMT-08
590,51852-279724,CA,49.480449,-119.584099,Penticton,GMT-08
591,4501-277760,CA,50.269177,-119.273273,Vernon,GMT-08
592,79601-107921,CA,50.275494,-119.275378,Vernon,GMT-08
593,4221-46,CA,50.283687,-119.268612,Vernon,GMT-08
594,58968-291604,CA,50.288612,-119.268456,Vernon,GMT-08
595,74841-100500,CA,49.23206,-123.032935,Vancouver,GMT-08
596,4723-103830,CA,49.232449,-123.024103,Vancouver,GMT-08
597,4389-5324,CA,49.219547,-123.041049,Vancouver,GMT-08
598,4553-101499,CA,49.22509,-123.053517,Vancouver,GMT-08
599,56496-289940,CA,49.231027,-123.004608,Burnaby,GMT-08
600,29965-256056,CA,49.226398,-123.004014,Burnaby,GMT-08
601,15687-157685,CA,49.233639,-123.065709,Vancouver,GMT-08
602,3067-137671,CA,49.254712,-123.023501,Burnaby,GMT-08
603,4610-45179,CA,49.225691,-122.996499,Burnaby,GMT-08
604,4739-103079,CA,49.227217,-122.995201,Burnaby,GMT-08
605,24247-236889,CA,49.206191,-123.030764,Vancouver,GMT-08
606,4818-104454,CA,49.258629,-123.030598,Vancouver,GMT-08
607,22436-210404,CA,49.259644,-123.043793,Vancouver,GMT-08
608,70310-133529,CA,49.256714,-123.007351,Burnaby,GMT-08
609,4660-100750,CA,49.264287,-123.013756,Burnaby,GMT-08
610,74843-99493,CA,49.261923,-123.068225,Vancouver,GMT-08
611,4464-85803,CA,49.225132,-123.090486,Vancouver,GMT-08
612,29914-253954,CA,49.265544,-123.004655,Burnaby,GMT-08
613,27309-246886,CA,49.266855,-123.008052,Burnaby,GMT-08
614,9039-273384,CA,49.2668,-123.001904,Burnaby,GMT-08
615,4923-108672,CA,49.26434,-122.981571,Burnaby,GMT-08
616,4821-104450,CA,49.199331,-122.979197,Burnaby,GMT-08
617,78056-116695,CA,49.224812,-123.106931,Vancouver,GMT-08
618,4578-96122,CA,49.28132,-123.046989,Vancouver,GMT-08
619,127-168,CA,49.281203,-123.01214,Burnaby,GMT-08
620,4539-94946,CA,49.218646,-122.956373,Burnaby,GMT-08
621,74720-96049,CA,49.280453,-123.004454,Burnaby,GMT-08
622,4466-86440,CA,49.192193,-123.083661,Richmond,GMT-08
623,4522-87720,CA,49.271035,-123.087737,Vancouver,GMT-08
624,18376-180065,CA,49.210581,-123.107045,Vancouver,GMT-08
625,4920-277757,CA,49.262712,-123.100099,Vancouver,GMT-08
626,4644-99427,CA,49.235239,-123.115714,Vancouver,GMT-08
627,185-122,CA,49.254079,-123.114915,Vancouver,GMT-08
628,22372-152325,CA,49.209513,-123.116531,Vancouver,GMT-08
629,22863-224507,CA,49.269481,-123.103019,Vancouver,GMT-08
630,4502-87721,CA,49.282753,-123.085691,Vancouver,GMT-08
631,4471-87100,CA,49.245158,-123.124849,Vancouver,GMT-08
632,4692-101458,CA,49.26729,-123.112947,Vancouver,GMT-08
633,74811-99382,CA,49.248679,-123.126481,Vancouver,GMT-08
634,4453-82766,CA,49.279802,-122.968315,Burnaby,GMT-08
635,79644-107081,CA,49.27953,-122.96722,Burnaby,GMT-08
636,4753-103524,CA,49.260873,-123.125756,Vancouver,GMT-08
637,4341-1741,CA,49.279885,-123.107221,Vancouver,GMT-08
638,4599-96885,CA,49.191102,-122.947038,New Westminster,GMT-08
639,4359-1858,CA,49.273374,-123.120023,Vancouver,GMT-08
640,53011-270704,CA,49.196483,-123.127307,Richmond,GMT-08
641,191-128,CA,49.284439,-123.108513,Vancouver,GMT-08
642,4213-35,CA,49.27474,-123.122201,Vancouver,GMT-08
643,4771-104877,CA,49.279886,-123.117872,Vancouver,GMT-08
644,22139-218106,CA,49.20958,-123.14058,Vancouver,GMT-08
645,74845-100503,CA,49.500729,-117.283077,Nelson,GMT-08
646,5031-147306,CA,49.301473,-117.65703,Castlegar,GMT-08
647,53553-274193,CA,49.096118,-117.709832,Trail,GMT-08
648,151-119,CA,49.285692,-123.111612,Vancouver,GMT-08
649,157-286340,CA,49.28463,-123.115107,Vancouver,GMT-08
650,21730-212025,CA,49.282704,-123.117573,Vancouver,GMT-08
651,4410-30299,CA,49.282049,-123.118505,Vancouver,GMT-08
652,4449-79361,CA,49.278913,-123.121215,Vancouver,GMT-08
653,4474-29355,CA,49.287731,-123.113312,Vancouver,GMT-08
654,4370-10280,CA,49.284911,-123.11805,Vancouver,GMT-08
655,4008-106736,CA,49.285043,-123.12061,Vancouver,GMT-08
656,4890-108884,CA,49.286389,-123.120871,Vancouver,GMT-08
657,4391-17174,CA,49.287567,-123.119878,Vancouver,GMT-08
658,25398-237456,CA,49.280135,-123.127242,Vancouver,GMT-08
659,24612-235544,CA,49.277141,-123.129722,Vancouver,GMT-08
660,160-112,CA,49.284625,-123.124547,Vancouver,GMT-08
661,21643-203264,CA,49.285857,-123.124373,Vancouver,GMT-08
662,4625-98621,CA,49.287841,-123.123753,Vancouver,GMT-08
663,174-106,CA,49.280353,-123.130861,Vancouver,GMT-08
664,158-113,CA,49.234725,-123.157586,Vancouver,GMT-08
665,60058-294299,CA,49.24908,-123.154881,Vancouver,GMT-08
666,4327-1304,CA,49.263135,-123.13884,Vancouver,GMT-08
667,58502-292570,CA,49.197518,-123.137828,Richmond,GMT-08
668,4591-97339,CA,49.25792,-123.168211,Vancouver,GMT-08
669,4576-96682,CA,49.272812,-123.147591,Vancouver,GMT-08
670,74717-97378,CA,49.268637,-123.158486,Vancouver,GMT-08
671,74182-31601,CA,49.264281,-123.16707,Vancouver,GMT-08
672,4849-103752,CA,49.191262,-123.129371,Richmond,GMT-08
673,121-82,CA,49.246484,-123.185417,Vancouver,GMT-08
674,166-289786,CA,49.264336,-123.173824,Vancouver,GMT-08
675,74933-102399,CA,56.730356,-111.426777,Fort McMurray,GMT-07
676,57791-289809,CA,56.753417,-111.430784,Fort McMurray,GMT-07
677,21144-188664,CA,56.759497,-111.437505,Fort McMurray,GMT-07
678,4628-97843,CA,49.692732,-112.891789,Lethbridge,GMT-07
679,74730-97380,CA,49.691998,-112.893388,Lethbridge,GMT-07
680,20581-108547,CA,49.67518,-112.86817,Lethbridge,GMT-07
681,4372-10792,CA,49.698383,-112.837225,Lethbridge,GMT-07
682,49103-265264,CA,49.701619,-112.827776,Lethbridge,GMT-07
683,55870-286782,CA,49.704097,-112.809557,Lethbridge,GMT-07
684,4839-107715,CA,49.677786,-112.80197,Lethbridge,GMT-07
685,57949-286112,CA,49.658762,-112.79228,Lethbridge,GMT-07
686,4674-100799,CA,42.957764,-81.23289,London,GMT-05
687,51236-269184,CA,42.942293,-81.22497,London,GMT-05
688,4570-95595,CA,42.99042,-81.250971,London,GMT-05
689,55387-286050,CA,42.937833,-81.278792,London,GMT-05
690,4700-102138,CA,42.937152,-81.281573,London,GMT-05
691,4955-129648,CA,42.992317,-81.264866,London,GMT-05
692,51926-280106,CA,42.954614,-81.28998,London,GMT-05
693,58016-291813,CA,42.98428,-81.290335,London,GMT-05
694,21343-165744,CA,43.004408,-81.277745,London,GMT-05
695,4822-106553,CA,43.014683,-81.212119,London,GMT-05
696,18475-164544,CA,43.008473,-81.276325,London,GMT-05
697,63572-297204,CA,43.008707,-81.275918,London,GMT-05
698,16210-155886,CA,43.004375,-81.176253,London,GMT-05
699,4536-94593,CA,42.97474,-81.320456,London,GMT-05
700,15744-159744,CA,43.026119,-81.277417,London,GMT-05
701,18277-171664,CA,43.0344,-81.257069,London,GMT-05
702,4317-1381,CA,43.028675,-81.280016,London,GMT-05
703,67042-301398,CA,43.028074,-81.28219,London,GMT-05
704,59602-293817,CA,43.027706,-81.283705,London,GMT-05
705,4729-102626,CA,43.01884,-81.310167,London,GMT-05
706,4722-103297,CA,43.010287,-81.336779,London,GMT-05
707,59371-293582,CA,42.953696,-81.619047,Strathroy,GMT-05
708,15844-157546,CA,43.066718,-80.797702,Woodstock,GMT-05
709,59193-293420,CA,43.113689,-80.735758,Woodstock,GMT-05
710,63621-297911,CA,43.37066,-80.951789,Stratford,GMT-05
711,58319-291795,CA,43.190195,-80.36812,Paris,GMT-05
712,15718-159544,CA,43.426616,-80.553103,Kitchener,GMT-05
713,6019-142105,CA,43.446494,-80.57196,Waterloo,GMT-05
714,4582-96129,CA,43.415187,-80.514754,Kitchener,GMT-05
715,4815-107007,CA,43.407285,-80.500347,Kitchener,GMT-05
716,4807-107185,CA,43.467743,-80.568601,Waterloo,GMT-05
717,4800-104920,CA,43.130384,-80.285946,Brantford,GMT-05
718,26192-209285,CA,43.470429,-80.543269,Waterloo,GMT-05
719,4733-103130,CA,43.462763,-80.521866,Waterloo,GMT-05
720,4622-97838,CA,53.504135,-113.614748,Edmonton,GMT-07
721,6066-148788,CA,53.522681,-113.623189,Edmonton,GMT-07
722,4331-1859,CA,53.522814,-113.627678,Edmonton,GMT-07
723,28112-248985,CA,53.51786,-113.640501,Edmonton,GMT-07
724,5021-147847,CA,53.520903,-113.59201,Edmonton,GMT-07
725,74842-99498,CA,53.534326,-113.617921,Edmonton,GMT-07
726,4907-103832,CA,53.494231,-113.668347,Edmonton,GMT-07
727,4712-102814,CA,53.539588,-113.615484,Edmonton,GMT-07
728,79611-102933,CA,53.468521,-113.58845,Edmonton,GMT-07
729,4286-775,CA,53.540009,-113.578775,Edmonton,GMT-07
730,4479-91365,CA,53.453716,-113.567486,Edmonton,GMT-07
731,22119-214745,CA,53.51842,-113.520544,Edmonton,GMT-07
732,16314-168765,CA,53.529882,-113.526825,Edmonton,GMT-07
733,15628-157391,CA,53.526138,-113.522008,Edmonton,GMT-07
734,15557-294675,CA,53.485904,-113.515187,Edmonton,GMT-07
735,74760-97397,CA,53.487202,-113.51281,Edmonton,GMT-07
736,20542-188767,CA,53.438748,-113.618484,Edmonton,GMT-07
737,29208-238104,CA,53.546398,-113.528962,Edmonton,GMT-07
738,74935-102407,CA,53.559551,-113.553617,Edmonton,GMT-07
739,47083-256668,CA,53.435217,-113.606018,Edmonton,GMT-07
740,16391-168430,CA,53.434948,-113.599729,Edmonton,GMT-07
741,23089-214744,CA,53.492522,-113.497264,Edmonton,GMT-07
742,79591-102936,CA,53.547185,-113.518484,Edmonton,GMT-07
743,26136-242986,CA,53.54239,-113.508486,Edmonton,GMT-07
744,4857-108302,CA,53.53903,-113.504387,Edmonton,GMT-07
745,59119-292273,CA,53.488944,-113.492229,Edmonton,GMT-07
746,4630-99174,CA,53.4556,-113.515469,Edmonton,GMT-07
747,19822-199289,CA,53.547027,-113.505073,Edmonton,GMT-07
748,4837-103833,CA,53.47397,-113.492763,Edmonton,GMT-07
749,4096-130484,CA,53.542081,-113.495178,Edmonton,GMT-07
750,4618-98388,CA,53.565808,-113.520879,Edmonton,GMT-07
751,15390-281086,CA,53.561334,-113.505836,Edmonton,GMT-07
752,4820-30260,CA,53.445159,-113.491028,Edmonton,GMT-07
753,74483-96466,CA,53.518898,-113.457199,Edmonton,GMT-07
754,4931-125724,CA,53.423703,-113.514164,Edmonton,GMT-07
755,4450-82541,CA,53.599821,-113.559317,Edmonton,GMT-07
756,65529-299018,CA,53.504525,-113.442284,Edmonton,GMT-07
757,52379-215265,CA,53.407479,-113.534265,Edmonton,GMT-07
758,55868-285802,CA,53.589757,-113.492409,Edmonton,GMT-07
759,4943-120324,CA,53.425572,-113.478051,Edmonton,GMT-07
760,4519-81741,CA,53.621879,-113.611226,St. Albert,GMT-07
761,79612-102940,CA,53.539052,-113.42544,Edmonton,GMT-07
762,16810-170744,CA,53.540824,-113.42412,Edmonton,GMT-07
763,79595-108551,CA,53.598534,-113.490643,Edmonton,GMT-07
764,4670-100005,CA,53.45431,-113.429866,Edmonton,GMT-07
765,4108-139065,CA,53.599852,-113.487435,Edmonton,GMT-07
766,20081-188768,CA,53.630292,-113.540647,Edmonton,GMT-07
767,50329-273645,CA,53.424486,-113.424959,Edmonton,GMT-07
768,28130-215266,CA,53.42432,-113.422188,Edmonton,GMT-07
769,79600-102408,CA,53.64491,-113.625692,St. Albert,GMT-07
770,51387-266604,CA,53.627816,-113.49048,Edmonton,GMT-07
771,56557-288494,CA,53.585333,-113.419216,Edmonton,GMT-07
772,74500-96848,CA,53.601056,-113.422734,Edmonton,GMT-07
773,16459-159649,CA,53.647835,-113.576216,St. Albert,GMT-07
774,4939-128484,CA,53.616139,-113.432408,Edmonton,GMT-07
775,4995-137685,CA,53.645592,-113.62315,St. Albert,GMT-07
776,4752-103831,CA,53.654687,-113.630165,St. Albert,GMT-07
777,47435-247117,CA,53.628328,-113.409505,Edmonton,GMT-07
778,23363-229224,CA,53.668473,-113.636481,St. Albert,GMT-07
779,4797-251564,CA,53.477212,-113.36758,Edmonton,GMT-07
780,17357-167527,CA,53.556127,-113.316972,Sherwood Park,GMT-07
781,4853-107841,CA,50.913241,-113.950365,Calgary,GMT-07
782,64671-298188,CA,50.91732,-113.959561,Calgary,GMT-07
783,51716-276964,CA,50.899892,-113.943913,Calgary,GMT-07
784,74471-96065,CA,50.930555,-113.963379,Calgary,GMT-07
785,4602-94979,CA,50.932441,-113.970461,Calgary,GMT-07
786,27311-246876,CA,50.882996,-113.954328,Calgary,GMT-07
787,57030-290950,CA,50.880948,-113.977164,Calgary,GMT-07
788,4308-1512,CA,50.951168,-114.001515,Calgary,GMT-07
789,16668-165944,CA,50.930925,-114.027894,Calgary,GMT-07
790,4099-105511,CA,50.963125,-114.010191,Calgary,GMT-07
791,16971-170564,CA,50.875251,-114.036846,Calgary,GMT-07
792,4876-107838,CA,50.904633,-114.057499,Calgary,GMT-07
793,58168-290801,CA,50.865534,-114.029705,Calgary,GMT-07
794,4619-98394,CA,50.914329,-114.073284,Calgary,GMT-07
795,79555-106107,CA,50.952701,-114.062223,Calgary,GMT-07
796,79566-103261,CA,50.984507,-114.014588,Calgary,GMT-07
797,3138-135605,CA,50.953087,-114.064682,Calgary,GMT-07
798,4411-9638,CA,50.956597,-114.070098,Calgary,GMT-07
799,52698-238102,CA,50.976592,-114.04663,Calgary,GMT-07
800,4601-97847,CA,50.983623,-114.041234,Calgary,GMT-07
801,4537-95048,CA,50.907097,-114.109015,Calgary,GMT-07
802,50324-272365,CA,50.988661,-114.070967,Calgary,GMT-07
803,74744-97387,CA,50.94053,-114.119209,Calgary,GMT-07
804,4446-79061,CA,50.985415,-114.082555,Calgary,GMT-07
805,74746-97383,CA,50.972316,-114.098331,Calgary,GMT-07
806,4273-876,CA,50.972863,-114.098068,Calgary,GMT-07
807,54359-286116,CA,50.997845,-114.072901,Calgary,GMT-07
808,4447-286118,CA,50.99903,-114.074367,Calgary,GMT-07
809,53552-272744,CA,51.004856,-114.069839,Calgary,GMT-07
810,4280-279985,CA,51.009753,-114.082476,Calgary,GMT-07
811,26826-244166,CA,51.039292,-113.909138,Calgary,GMT-07
812,4272-1075,CA,51.032595,-114.071717,Calgary,GMT-07
813,74853-100964,CA,51.054574,-113.981984,Calgary,GMT-07
814,4819-105807,CA,51.040629,-114.065571,Calgary,GMT-07
815,72476-4596,CA,51.044907,-114.062846,Calgary,GMT-07
816,17310-177744,CA,51.031763,-114.095096,Calgary,GMT-07
817,18774-159648,CA,51.044403,-114.065085,Calgary,GMT-07
818,57038-290654,CA,51.038314,-114.082557,Calgary,GMT-07
819,4413-13201,CA,51.022755,-114.11466,Calgary,GMT-07
820,4567-96456,CA,51.052948,-114.040627,Calgary,GMT-07
821,4412-48899,CA,51.045174,-114.069324,Calgary,GMT-07
822,4875-119885,CA,51.05133,-114.050717,Calgary,GMT-07
823,4513-93211,CA,51.046185,-114.068305,Calgary,GMT-07
824,74984-102932,CA,51.042402,-114.080418,Calgary,GMT-07
825,22865-223125,CA,51.045706,-114.07273,Calgary,GMT-07
826,4935-121504,CA,51.048155,-114.067475,Calgary,GMT-07
827,19164-169105,CA,51.047001,-113.828351,Chestermere,GMT-07
828,75976-100261,CA,51.049851,-114.069139,Calgary,GMT-07
829,4781-104565,CA,51.014259,-114.140799,Calgary,GMT-07
830,53315-271648,CA,51.070585,-113.982603,Calgary,GMT-07
831,4658-100562,CA,48.44235,-123.510958,Langford,GMT-08
832,51697-279066,CA,48.438195,-123.512214,Langford,GMT-08
833,4785-104821,CA,48.449034,-123.498915,Langford,GMT-08
834,4422-271544,CA,48.464189,-123.500293,Langford,GMT-08
835,20386-204744,CA,48.46839,-123.428054,Victoria,GMT-08
836,4405-29335,CA,48.454665,-123.395681,Victoria,GMT-08
837,79781-133528,CA,48.454545,-123.394659,Victoria,GMT-08
838,4328-1527,CA,48.432548,-123.381095,Victoria,GMT-08
839,25625-240506,CA,48.457784,-123.376859,Saanich,GMT-08
840,15971-161531,CA,48.455201,-123.374891,Victoria,GMT-08
841,4546-95139,CA,48.446958,-123.372311,Victoria,GMT-08
842,4545-95047,CA,48.41561,-123.375132,Victoria,GMT-08
843,192-130,CA,48.447143,-123.368786,Victoria,GMT-08
844,22059-215547,CA,48.421054,-123.371816,Victoria,GMT-08
845,4326-1910,CA,48.426727,-123.367158,Victoria,GMT-08
846,56794-282106,CA,48.421922,-123.365432,VICTORIA,GMT-08
847,190-127,CA,48.424081,-123.36216,Victoria,GMT-08
848,122-83,CA,48.469259,-123.362869,Victoria,GMT-08
849,4376-10281,CA,48.496894,-123.38057,Victoria,GMT-08
850,59490-293580,CA,48.427518,-123.355351,Victoria,GMT-08
851,132-89,CA,48.415382,-123.356214,Victoria,GMT-08
852,4223-178664,CA,48.44577,-123.335145,Victoria,GMT-08
853,74865-97799,CA,48.445634,-123.333313,Victoria,GMT-08
854,146-291506,CA,48.46033,-123.331978,Victoria,GMT-08
855,4786-105193,CA,48.476602,-123.332819,Victoria,GMT-08
856,4234-522,CA,48.431531,-123.323691,Victoria,GMT-08
857,130-87,CA,48.426705,-123.316385,Victoria,GMT-08
858,59075-267926,CA,48.466265,-123.309475,Victoria,GMT-08
859,74955-103265,CA,48.64813,-123.402421,Sidney,GMT-08
860,4262-779,CA,48.64875,-123.397625,Sidney,GMT-08
861,74256-51879,US,48.116035,-123.434818,Port Angeles,GMT-08
862,79652-104215,US,48.105707,-123.379985,Port Angeles,GMT-08
863,74469-95981,CA,48.775301,-123.699736,Duncan,GMT-08
864,134-200,CA,48.776621,-123.70134,Duncan,GMT-08
865,4847-100916,CA,48.786181,-123.707073,Duncan,GMT-08
866,9940-96882,US,48.077861,-123.129862,Sequim,GMT-08
867,74255-51779,US,48.080661,-123.117224,Sequim,GMT-08
868,70369-128724,CA,48.978777,-123.804352,Ladysmith,GMT-08
869,64668-298098,US,48.286608,-122.661504,Oak Harbor,GMT-08
870,3286-290340,US,48.285758,-122.660583,Oak Harbor,GMT-08
871,74882-99767,US,48.289247,-122.659017,Oak Harbor,GMT-08
872,74267-130085,US,48.108069,-122.782622,Port Townsend,GMT-08
873,13776-105935,US,48.303055,-122.6472,Oak Harbor,GMT-08
874,3279-1869,US,48.50783,-122.612832,Anacortes,GMT-08
875,74770-75586,US,48.512603,-122.611899,Anacortes,GMT-08
876,4615-98529,CA,49.008045,-123.130408,Delta,GMT-08
877,79432-102666,US,48.032334,-122.758443,Port Hadlock-Irondale,GMT-08
878,74156-31602,CA,49.02336,-123.070147,Delta,GMT-08
879,133-256084,CA,49.023657,-123.069392,Delta,GMT-08
880,48933-263304,CA,49.038726,-123.083613,Tsawwassen,GMT-08
881,4673-99704,CA,49.473985,-123.747567,Sechelt,GMT-08
882,4520-213505,CA,49.406835,-123.530838,Gibsons,GMT-08
883,4393-22801,CA,49.238336,-124.054481,Nanaimo,GMT-08
884,4987-133207,CA,49.230222,-124.04232,Nanaimo,GMT-08
885,4554-95426,CA,49.205209,-124.005017,Nanaimo,GMT-08
886,4741-100791,CA,49.183317,-123.954633,Nanaimo,GMT-08
887,4910-123407,CA,49.374281,-123.274119,West Vancouver,GMT-08
888,16811-163345,CA,49.164383,-123.933576,Nanaimo,GMT-08
889,79572-107082,CA,49.351045,-123.253214,West Vancouver,GMT-08
890,4989-133209,CA,49.155351,-123.951351,Nanaimo,GMT-08
892,51956-270745,CA,49.267316,-123.250019,Vancouver,GMT-08
893,22373-199293,CA,49.265537,-123.250286,Vancouver,GMT-08
894,75264-94935,CA,49.262221,-123.249936,Vancouver,GMT-08
895,66551-300868,CA,49.265811,-123.242743,Vancouver,GMT-08
896,66552-300867,CA,49.261379,-123.246623,Vancouver,GMT-08
897,4643-99833,CA,49.318603,-124.300724,Parksville,GMT-08
898,57271-291145,CA,49.254698,-123.236519,Vancouver,GMT-08
899,173-236,CA,49.328477,-123.160776,West Vancouver,GMT-08
900,4571-95427,CA,49.32562,-123.140632,West Vancouver,GMT-08
902,4574-96418,CA,49.287266,-123.141526,Vancouver,GMT-08
903,4924-125024,CA,49.29162,-123.135329,Vancouver,GMT-08
904,60178-294342,CA,49.285673,-123.139049,Vancouver,GMT-08
905,79712-107922,CA,49.290781,-123.134746,Vancouver,GMT-08
906,141-227,CA,49.324014,-123.109906,North Vancouver,GMT-08
907,170-49,CA,49.337693,-123.102494,North Vancouver,GMT-08
908,79607-97796,CA,49.332673,-123.09039,North Vancouver,GMT-08
909,4243-41,CA,49.703512,-123.146096,Squamish,GMT-08
910,4631-97848,CA,52.288058,-113.814445,Red Deer,GMT-07
911,4634-99283,CA,52.289025,-113.838517,Red Deer,GMT-07
912,79542-102931,CA,52.26345,-113.814083,Red Deer,GMT-07
913,17770-182188,CA,52.250783,-113.81992,Red Deer,GMT-07
914,23362-229225,CA,52.242173,-113.809256,Red Deer,GMT-07
915,4337-1931,CA,52.23923,-113.815232,Red Deer,GMT-07
916,64636-298641,CA,52.230556,-113.799757,Red Deer,GMT-07
917,16944-165970,CA,52.209634,-113.816394,Red Deer County,GMT-07
918,79531-103262,CA,52.958587,-113.388419,Wetaskiwin,GMT-07
919,1549-108548,CA,51.06804,-114.062439,Calgary,GMT-07
920,75487-115268,CA,51.0648,-114.090776,Calgary,GMT-07
921,4423-63940,CA,51.067269,-114.086352,Calgary,GMT-07
922,74832-99496,CA,51.064532,-114.09903,Calgary,GMT-07
923,4403-15393,CA,51.041952,-114.139423,Calgary,GMT-07
924,74943-103267,CA,49.512628,-115.76288,Cranbrook,GMT-07
925,4894-119405,CA,49.525166,-115.753993,Cranbrook,GMT-07
926,22729-216504,CA,49.514967,-115.058506,Fernie,GMT-07
927,4694-102072,CA,44.250407,-76.567311,Kingston,GMT-05
928,54984-288775,CA,44.256961,-76.572382,Kingston,GMT-05
929,51132-276429,CA,44.257879,-76.55463,Kingston,GMT-05
930,65586-284465,CA,44.242934,-76.517733,Kingston,GMT-05
931,4892-117884,CA,44.263475,-76.498008,Kingston,GMT-05
932,16864-150416,CA,44.228186,-76.497381,Kingston,GMT-05
933,4648-99931,CA,44.231474,-76.492635,Kingston,GMT-05
934,54789-277446,CA,44.227808,-76.494129,Kingston,GMT-05
935,4523-93970,CA,44.231531,-76.482212,Kingston,GMT-05
936,66638-300776,CA,44.28314,-76.656465,ODESSA,GMT-05
937,50879-263645,CA,44.268661,-76.451938,Kingston,GMT-05
938,76748-106267,US,43.971611,-75.960281,Watertown,GMT-05
939,10609-101494,US,43.976606,-75.946539,Watertown,GMT-05
940,66639-300773,CA,44.48928,-75.857757,MALLORYTOWN,GMT-05
941,47127-248044,US,44.043567,-75.807132,Fort Drum,GMT-05
942,28081-243409,CA,44.184266,-77.393938,Belleville,GMT-05
943,4358-2079,CA,44.187905,-77.40266,Belleville,GMT-05
944,55298-289122,CA,44.908766,-76.265845,Perth,GMT-05
945,53822-286044,CA,44.601928,-75.703309,Brockville,GMT-05
946,4919-284906,CA,49.305639,-123.01841,North Vancouver,GMT-08
947,161-190,CA,49.308798,-123.04249,North Vancouver,GMT-08
948,74965-103271,CA,49.31715,-122.970671,North Vancouver,GMT-08
949,21731-200386,CA,49.279902,-122.923949,Burnaby,GMT-08
950,4563-96073,CA,49.310084,-123.083127,North Vancouver,GMT-08
951,22867-224828,CA,49.278045,-122.912366,Burnaby,GMT-08
952,4677-101293,CA,50.006895,-110.664939,Medicine Hat,GMT-07
953,4900-119884,CA,49.996837,-110.646735,Medicine Hat,GMT-07
954,79645-113146,CA,50.033197,-110.68698,Medicine Hat,GMT-07
955,61567-294731,CA,50.046751,-110.676509,Medicine Hat,GMT-07
956,4687-100789,CA,49.124019,-123.180856,Richmond,GMT-08
957,79539-97379,CA,49.149475,-123.182312,Richmond,GMT-08
958,125-167,CA,49.138918,-123.138474,Richmond,GMT-08
959,178-78,CA,49.154791,-123.158174,Richmond,GMT-08
960,72112-2995,CA,49.169674,-123.147117,Richmond,GMT-08
961,4426-63922,CA,49.167536,-123.138404,Richmond,GMT-08
962,2026-107084,CA,49.170864,-123.141972,Richmond,GMT-08
963,163-250,CA,49.172396,-123.135978,Richmond,GMT-08
