,PARID,PROPERTYZIP,SALEDATE,SALEPRICE,STORIES,YEARBLT,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,FINISHEDLIVINGAREA,LOGPRICE
328566,1519N00119000000,15065,8/23/02,89900.0,1.5,1930.0,7.0,3.0,1.0,0.0,1360.0,4.953759691733229
167648,0234A00065000000,15218,6/6/16,585000.0,2.0,1924.0,9.0,5.0,2.0,1.0,3400.0,5.76715586608218
255764,0567R00187000000,15102,10/11/07,587216.0,2.0,2007.0,9.0,4.0,2.0,2.0,3051.0,5.768797880383905
306120,0874K00230000000,15135,8/2/00,180000.0,2.0,1966.0,9.0,4.0,3.0,1.0,4187.0,5.2552725051033065
131173,0381L00161000000,15132,8/9/77,31900.0,1.0,1960.0,6.0,3.0,1.0,1.0,1014.0,4.503790683057181
103843,0019N00120000000,15205,7/21/78,36900.0,2.0,1920.0,8.0,2.0,2.0,0.0,1300.0,4.567026366159061
286067,0851E00102000000,15239,12/11/17,6212.0,1.0,1950.0,7.0,4.0,2.0,0.0,1840.0,3.7932314470565207
198067,0363S00365000000,15139,11/8/10,20000.0,2.0,1830.0,7.0,2.0,1.0,0.0,1376.0,4.301029995663981
333476,0109D00104000000,15136,2/9/09,8500.0,2.0,1846.0,6.0,3.0,1.0,0.0,1276.0,3.929418925714293
293788,0712H00005000000,15237,4/23/12,225000.0,1.0,1966.0,8.0,4.0,2.0,1.0,918.0,5.352182518111363
373404,0912C00018000000,15057,1/23/14,247765.0,2.0,2013.0,8.0,4.0,2.0,1.0,2328.0,5.3940399566791255
371640,0590P00143000000,15071,3/1/07,98000.0,2.0,1986.0,4.0,2.0,1.0,1.0,972.0,4.991226075692495
282773,0734B00249000A00,15068,1/14/10,56900.0,1.0,1982.0,4.0,2.0,1.0,0.0,945.0,4.755112266395071
101375,0114E00005000000,15212,10/10/13,200000.0,1.0,1925.0,3.0,1.0,1.0,0.0,754.0,5.301029995663981
268941,0661A00320642000,15025,4/17/01,162400.0,1.0,2001.0,6.0,2.0,2.0,1.0,1596.0,5.210586024905156
364561,0826F00288000000,15237,6/1/87,71000.0,2.0,1953.0,7.0,3.0,2.0,1.0,2069.0,4.8512583487190755
262060,0093L00312000000,15227,6/12/86,63500.0,1.0,1971.0,6.0,3.0,1.0,2.0,1176.0,4.802773725291976
17938,0051G00004000000,15224,11/16/04,170000.0,2.5,1900.0,9.0,3.0,3.0,0.0,3488.0,5.230448921378274
280486,0981C00016000000,15146,7/12/13,455000.0,2.0,2007.0,8.0,3.0,4.0,1.0,4287.0,5.658011396657113
250257,0316P00118000000,15236,10/7/86,78000.0,1.5,1943.0,7.0,3.0,1.0,1.0,1739.0,4.892094602690481
367853,1206B00295000000,15090,7/9/14,725000.0,2.0,1992.0,7.0,4.0,3.0,1.0,4509.0,5.860338006570994
121078,0879P00009000200,15025,9/24/04,3500.0,2.0,1940.0,5.0,3.0,1.0,0.0,1026.0,3.5440680443502757
170877,0221S00064000000,15223,7/6/01,61300.0,2.0,1926.0,6.0,3.0,1.0,0.0,1276.0,4.787460474518415
376580,0458M00282000000,15137,7/25/14,79500.0,2.0,1960.0,10.0,4.0,2.0,0.0,1728.0,4.9003671286564705
8077,0010H00209000000,15219,1/11/95,3500.0,2.0,1900.0,7.0,4.0,1.0,0.0,1726.0,3.5440680443502757
121720,0879P00017000100,15025,3/12/92,13500.0,2.0,1940.0,4.0,2.0,1.0,0.0,864.0,4.1303337684950066
9213,0026K00272000000,15219,10/25/16,87000.0,2.0,1950.0,6.0,3.0,1.0,0.0,1370.0,4.939519252618618
44754,0088M00011000000,15217,7/7/15,389670.0,2.0,2008.0,7.0,3.0,1.0,1.0,1742.0,5.590696971520231
164557,0098S00087000000,15216,6/23/15,147000.0,2.0,1940.0,6.0,3.0,1.0,0.0,1144.0,5.1673173347481764
345562,0598A00115000000,15108,6/8/05,165000.0,1.0,1966.0,8.0,3.0,2.0,1.0,2056.0,5.217483944213907
95138,0047D00028000000,15212,3/19/02,5000.0,2.0,1900.0,4.0,2.0,1.0,0.0,768.0,3.6989700043360187
140982,1367G00125000000,15014,3/25/16,94000.0,2.0,1926.0,6.0,3.0,2.0,0.0,1620.0,4.973127853599698
185874,0033L00224000000,15210,4/30/99,16000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1450.0,4.204119982655925
364073,0826B00060000000,15237,10/2/00,117000.0,1.0,1956.0,7.0,3.0,1.0,0.0,1263.0,5.068185861746161
301563,0259K00003000000,15071,5/8/14,41500.0,1.0,1922.0,4.0,2.0,1.0,0.0,900.0,4.6180480967120925
66550,0004F00190000000,15211,12/6/88,13000.0,2.0,1930.0,6.0,3.0,1.0,0.0,1558.0,4.113943352306837
48154,0176A00154000000,15221,4/26/12,125000.0,2.0,1920.0,6.0,3.0,1.0,0.0,1883.0,5.096910013008056
308955,1132C00136000000,15037,6/1/92,64900.0,1.0,1952.0,6.0,3.0,1.0,1.0,1163.0,4.812244696800369
39705,0052L00136000000,15213,7/25/11,820000.0,2.0,1900.0,9.0,5.0,3.0,2.0,6022.0,5.913813852383717
279147,0860S00013000000,15146,8/14/85,64250.0,1.0,1977.0,5.0,3.0,2.0,1.0,1403.0,4.8078731320033326
189948,0181E00157000000,15120,12/28/12,50000.0,1.5,1950.0,6.0,3.0,1.0,0.0,1374.0,4.698970004336019
256429,0568G00110000000,15102,5/15/17,175000.0,1.5,1955.0,6.0,3.0,1.0,0.0,1319.0,5.243038048686294
184541,0118C00219000000,15209,10/13/89,50000.0,2.0,1900.0,8.0,4.0,2.0,0.0,1664.0,4.698970004336019
232590,0238C00195000000,15122,8/5/05,40000.0,2.0,1961.0,6.0,3.0,1.0,0.0,1440.0,4.6020599913279625
78769,0019G00317000000,15220,1/22/99,30400.0,2.0,1865.0,6.0,3.0,2.0,0.0,1736.0,4.482873583608754
105458,0041R00242000000,15205,12/31/80,48000.0,2.0,1948.0,6.0,3.0,1.0,0.0,1350.0,4.681241237375588
403989,1659J00046000000,15090,5/28/15,471925.0,2.0,2015.0,9.0,4.0,2.0,1.0,2973.0,5.673872984493745
397382,0534N00336000000,15147,3/22/18,116500.0,1.0,1973.0,6.0,3.0,2.0,0.0,1222.0,5.066325925362038
209998,0235J00199000000,15218,7/17/12,49000.0,2.0,1905.0,7.0,3.0,1.0,1.0,1128.0,4.690196080028514
165132,0309L00254000000,15034,4/14/16,38000.0,2.0,1895.0,5.0,2.0,2.0,0.0,1603.0,4.57978359661681
88846,0024C00328000000,15212,5/19/86,26500.0,2.0,1900.0,4.0,2.0,1.0,0.0,1568.0,4.423245873936808
257869,0667A00009000000,15102,7/17/87,68000.0,1.5,1900.0,7.0,3.0,1.0,1.0,2245.0,4.832508912706237
162366,0063P00041000000,15216,6/18/13,204000.0,2.0,1939.0,9.0,5.0,2.0,1.0,2246.0,5.309630167425898
182894,0556B00248000000,15133,2/18/11,35000.0,1.0,1945.0,5.0,2.0,1.0,0.0,988.0,4.544068044350276
199574,0746G00057000000,15140,5/6/14,150000.0,1.5,1999.0,6.0,3.0,1.0,1.0,1989.0,5.176091259055681
154763,0374G00273000000,15112,11/23/10,12500.0,2.0,1930.0,4.0,2.0,1.0,0.0,1032.0,4.096910013008056
157793,0342E00386000000,15108,9/1/16,75000.0,2.0,1925.0,12.0,4.0,4.0,0.0,2700.0,4.8750612633917
254310,0477M00153000000,15102,8/11/15,169900.0,2.0,1952.0,6.0,3.0,1.0,1.0,1232.0,5.230193378869045
5034,0028G00347000000,15213,1/30/04,362560.0,2.0,1930.0,8.0,5.0,3.0,0.0,1920.0,5.559379888183304
244537,0248B00022000000,15227,8/12/04,135000.0,2.0,1936.0,6.0,3.0,2.0,1.0,1538.0,5.1303337684950066
220793,0180G00118000000,15120,3/20/95,28000.0,2.0,1905.0,4.0,2.0,2.0,0.0,1368.0,4.447158031342219
122973,0305H00333000000,15110,12/8/14,2000.0,2.0,1881.0,5.0,3.0,1.0,0.0,1060.0,3.3010299956639813
13364,0052D00053000000,15232,10/1/12,451250.0,2.0,1962.0,6.0,2.0,2.0,1.0,1642.0,5.654417214913714
98054,0163F00037000000,15214,7/30/10,116000.0,1.0,1950.0,5.0,2.0,1.0,1.0,1183.0,5.064457989226918
328888,1678D00267000000,15065,4/2/15,10.0,1.0,1959.0,6.0,3.0,1.0,1.0,1442.0,1.0
215864,0653A00092000000,15132,1/19/18,1500.0,2.0,1890.0,10.0,4.0,2.0,0.0,2339.0,3.1760912590556813
284309,0739C00314000000,15239,10/17/75,30500.0,2.0,1950.0,6.0,3.0,1.0,1.0,1232.0,4.484299839346786
35382,0174E00120000000,15208,7/18/16,10000.0,2.0,1920.0,7.0,4.0,1.0,0.0,1758.0,4.0
14811,0084M00325000000,15206,12/23/09,228500.0,2.0,1980.0,4.0,2.0,1.0,1.0,1428.0,5.358886204405869
44204,0087R00263000000,15217,9/3/97,79000.0,2.0,1920.0,6.0,3.0,1.0,0.0,1500.0,4.897627091290442
28890,0083J00024000000,15206,5/23/90,15000.0,2.0,1920.0,6.0,3.0,1.0,0.0,1870.0,4.176091259055681
253974,0476M00222000000,15102,7/9/10,177000.0,2.0,1986.0,8.0,4.0,2.0,1.0,2219.0,5.247973266361806
366620,1071J00073000000,15090,10/1/90,82000.0,2.0,1976.0,5.0,3.0,2.0,1.0,1606.0,4.913813852383717
251488,0391B00126000000,15236,3/11/83,47000.0,1.0,1955.0,6.0,3.0,2.0,0.0,1320.0,4.672097857935717
28442,0083G00131000000,15206,12/28/10,220000.0,3.0,1885.0,8.0,3.0,2.0,0.0,2430.0,5.342422680822207
29389,0083H00202000000,15206,2/27/89,27000.0,2.0,1912.0,6.0,3.0,1.0,0.0,1409.0,4.431363764158987
226961,0297K00091000000,15221,4/30/01,48500.0,2.0,1950.0,6.0,3.0,1.0,0.0,1092.0,4.685741738602264
402727,0739J00307000000,15235,6/27/84,42900.0,1.0,1949.0,7.0,4.0,1.0,1.0,1160.0,4.632457292184724
295550,1068G00033000000,15090,2/14/14,450000.0,2.0,1990.0,9.0,4.0,2.0,1.0,3032.0,5.653212513775344
116257,0096C00008000000,15226,2/10/17,140000.0,2.0,1950.0,10.0,4.0,2.0,0.0,1900.0,5.146128035678238
401769,0634D00015000000,15235,6/5/97,25000.0,1.0,1972.0,7.0,3.0,1.0,0.0,1080.0,4.3979400086720375
327773,1518H00025000000,15065,10/7/99,38000.0,1.0,1947.0,6.0,3.0,1.0,0.0,624.0,4.57978359661681
337519,0933S00213000000,15003,4/17/80,34000.0,2.0,1905.0,6.0,3.0,1.0,0.0,1251.0,4.531478917042255
164255,0309D00204000000,15034,8/23/17,12000.0,1.0,1938.0,4.0,1.0,1.0,0.0,962.0,4.079181246047625
44408,0088B00283000000,15217,12/10/03,169000.0,2.0,1939.0,7.0,4.0,2.0,0.0,1558.0,5.227886704613674
328102,1518M00083000000,15065,6/1/98,59900.0,1.0,1929.0,5.0,2.0,1.0,0.0,1246.0,4.7774268223893115
395806,0450D00056000000,15235,9/19/14,4040.0,1.0,1955.0,5.0,2.0,1.0,0.0,948.0,3.606381365110605
306132,0759B00188000000,15135,6/16/14,142000.0,1.5,1931.0,6.0,2.0,1.0,0.0,1395.0,5.152288344383057
288727,1104C00018000000,15239,11/6/13,223000.0,1.5,1991.0,6.0,2.0,2.0,1.0,1907.0,5.348304863048161
301955,0261L00027000000,15106,9/5/06,170000.0,2.0,1903.0,7.0,3.0,1.0,0.0,1526.0,5.230448921378274
401450,0633B00297000000,15235,6/5/02,31500.0,1.0,1965.0,6.0,3.0,1.0,0.0,1026.0,4.498310553789601
245716,0314N00188000000,15236,10/29/92,34700.0,2.0,1993.0,9.0,1.0,2.0,1.0,2350.0,4.540329474790874
340174,2370E00005000000,16046,7/14/98,184500.0,2.0,1994.0,8.0,4.0,2.0,1.0,2312.0,5.265996370495079
101378,0114B00014000000,15212,7/12/76,36000.0,2.0,1930.0,12.0,4.0,4.0,0.0,2880.0,4.556302500767287
72686,0035R00344000000,15216,5/12/87,1000.0,1.0,1988.0,8.0,3.0,1.0,0.0,1586.0,3.0
201441,0383S00288000000,15133,11/2/00,54000.0,1.0,1945.0,5.0,2.0,1.0,0.0,1434.0,4.732393759822968
60419,0012E00181000000,15203,4/27/12,175000.0,2.0,1900.0,6.0,2.0,1.0,0.0,1719.0,5.243038048686294
15891,0026H00177000000,15224,3/23/17,190000.0,2.5,1880.0,6.0,2.0,1.0,1.0,2076.0,5.278753600952829
15009,0084K00314050400,15206,12/14/10,185000.0,1.0,1975.0,4.0,2.0,2.0,0.0,1472.0,5.267171728403014
174021,0373F00228000000,15221,4/23/86,38900.0,2.0,1930.0,6.0,3.0,1.0,0.0,1140.0,4.589949601325708
74302,0062E00059000000,15216,4/2/13,80000.0,2.0,1925.0,6.0,3.0,1.0,0.0,1578.0,4.903089986991944
182238,0465F00282000000,15133,4/20/04,60000.0,1.0,1950.0,5.0,3.0,1.0,0.0,1104.0,4.778151250383644
104954,0040P00012000000,15205,12/3/14,99900.0,2.0,1930.0,6.0,3.0,1.0,0.0,1274.0,4.999565488225982
71641,0035D00218000000,15216,12/16/16,10.0,2.0,1920.0,5.0,2.0,1.0,0.0,1120.0,1.0
164341,0309F00029000000,15034,4/28/05,20000.0,2.0,1920.0,6.0,3.0,1.0,0.0,1576.0,4.301029995663981
294600,0822C00160000000,15143,1/25/08,470000.0,2.0,1975.0,10.0,5.0,3.0,1.0,3798.0,5.672097857935717
225675,0296F00036000000,15235,11/29/82,45000.0,2.0,1930.0,7.0,3.0,1.0,1.0,2196.0,4.653212513775344
89080,0024F00282000000,15212,12/21/04,94900.0,2.5,1995.0,6.0,3.0,1.0,1.0,1628.0,4.977266212427293
5798,0028P00146000000,15213,7/1/13,176500.0,2.0,1900.0,12.0,6.0,3.0,0.0,2318.0,5.246744709723841
205774,0627H00174000000,15144,1/23/95,500.0,1.0,1950.0,6.0,3.0,1.0,0.0,1420.0,2.6989700043360187
143617,0094R00049000000,15227,3/7/90,41500.0,2.0,1925.0,8.0,5.0,1.0,0.0,1650.0,4.6180480967120925
169333,0275S00106000000,15202,4/18/13,123000.0,2.0,1960.0,5.0,2.0,1.0,0.0,1040.0,5.089905111439398
148988,0322G00079000000,15017,10/28/91,62500.0,1.0,1927.0,7.0,4.0,1.0,0.0,1614.0,4.795880017344075
371581,0689N00045000000,15071,3/19/09,345935.0,2.0,2009.0,8.0,4.0,2.0,1.0,2636.0,5.538994504014635
154887,0374G00072000000,15112,7/21/16,79900.0,1.0,1935.0,5.0,2.0,1.0,0.0,851.0,4.902546779313991
402683,0635J00340000000,15235,3/23/18,134900.0,2.0,1958.0,7.0,4.0,2.0,1.0,1636.0,5.130011949671904
361386,0713G00152000000,15237,2/26/86,78900.0,2.0,1970.0,7.0,3.0,2.0,1.0,1704.0,4.897077003209421
279853,0977C00133000000,15146,8/1/12,115000.0,1.0,1959.0,6.0,3.0,1.0,0.0,1323.0,5.060697840353612
172324,0300A00230000000,15221,6/16/97,88000.0,2.0,1928.0,7.0,3.0,2.0,1.0,2158.0,4.944482672150168
344325,0596A00245132400,15108,5/14/15,58700.0,1.0,1984.0,5.0,2.0,1.0,1.0,1124.0,4.768638101247615
352750,0140N00275000000,15228,10/19/17,204000.0,2.0,1938.0,6.0,2.0,1.0,1.0,1179.0,5.309630167425898
276915,0854R00022000000,15146,1/6/17,127000.0,2.0,1963.0,8.0,4.0,1.0,1.0,2006.0,5.103803720955957
166786,0375P00317000000,15112,7/16/03,47700.0,2.0,1911.0,6.0,3.0,1.0,0.0,1870.0,4.678518379040114
88552,0024N00235000000,15212,9/10/99,1000.0,3.0,1900.0,10.0,4.0,2.0,1.0,4248.0,3.0
26315,0121K00206000000,15206,6/7/06,61769.0,2.0,1929.0,5.0,2.0,1.0,0.0,1064.0,4.790770570448956
55227,0012K00211000000,15203,8/12/99,70000.0,2.0,1900.0,5.0,2.0,1.0,0.0,1422.0,4.845098040014257
388122,0294P00343000000,15147,8/28/75,35000.0,1.0,1950.0,7.0,3.0,2.0,1.0,1700.0,4.544068044350276
128920,0382L00093000000,15132,11/21/97,12000.0,2.0,1890.0,9.0,3.0,3.0,0.0,2572.0,4.079181246047625
29293,0083K00234000000,15206,10/25/12,328500.0,2.0,1920.0,5.0,3.0,1.0,0.0,2515.0,5.5165353738958
44380,0087R00147000000,15217,7/18/05,207000.0,2.0,1928.0,6.0,3.0,2.0,0.0,1354.0,5.315970345456917
219446,0280A00289000000,15229,9/29/93,55111.0,2.0,1940.0,6.0,3.0,1.0,0.0,1469.0,4.741238291456276
387538,0231C00344000000,15235,5/29/96,8000.0,2.0,1930.0,7.0,3.0,1.0,0.0,1344.0,3.9030899869919438
79307,0019M00028000000,15220,3/6/96,10000.0,2.0,1890.0,5.0,2.0,1.0,1.0,1642.0,4.0
201761,0465A00261000000,15133,4/27/10,10000.0,2.0,1920.0,6.0,3.0,1.0,0.0,1276.0,4.0
371244,0590L00036000000,15071,1/11/12,146000.0,2.0,1995.0,6.0,3.0,2.0,1.0,1562.0,5.164352855784437
243123,0189K00204000000,15227,9/19/97,35900.0,2.0,1998.0,8.0,4.0,2.0,1.0,2494.0,4.555094448578319
52814,0056L00020000000,15207,12/6/17,92500.0,2.0,1920.0,6.0,3.0,2.0,0.0,1800.0,4.9661417327390325
220603,0180G00256000000,15120,10/1/10,13000.0,2.0,1901.0,6.0,2.0,2.0,0.0,1682.0,4.113943352306837
71426,0035D00065000000,15216,12/27/00,53000.0,2.0,1910.0,6.0,3.0,1.0,0.0,1698.0,4.724275869600789
97561,0162H00094000000,15214,12/11/08,62000.0,1.0,1952.0,5.0,2.0,1.0,1.0,887.0,4.7923916894982534
75440,0062S00044000000,15226,6/1/06,84900.0,2.0,1930.0,7.0,3.0,1.0,0.0,1414.0,4.928907690243952
104758,0040S00028000000,15205,2/2/87,66000.0,1.0,1960.0,7.0,3.0,1.0,1.0,1470.0,4.819543935541868
128392,0381L00302000000,15132,4/23/18,7000.0,2.0,1928.0,6.0,3.0,1.0,0.0,1456.0,3.845098040014257
50458,0055B00296000000,15207,8/1/03,62500.0,2.0,1925.0,6.0,3.0,1.0,0.0,1691.0,4.795880017344075
123453,0378E00134000000,15110,5/10/81,42000.0,1.0,1980.0,6.0,3.0,1.0,1.0,1254.0,4.623249290397901
111479,0014R00097000000,15210,10/27/16,14500.0,2.0,1922.0,10.0,4.0,2.0,0.0,1872.0,4.161368002234975
207086,0177B00196000000,15218,8/5/74,27000.0,2.0,1915.0,7.0,3.0,1.0,1.0,1487.0,4.431363764158987
80185,0021N00046000000,15204,4/29/92,47000.0,2.0,1955.0,6.0,3.0,2.0,0.0,1176.0,4.672097857935717
30381,0124J00155000000,15206,3/3/03,16500.0,2.0,1900.0,6.0,3.0,1.0,0.0,2529.0,4.217483944213907
221325,0176B00364000000,15221,6/18/90,36000.0,2.0,1910.0,11.0,3.0,3.0,0.0,2423.0,4.556302500767287
295618,1068H00077000000,15090,4/2/87,40000.0,2.0,1988.0,9.0,4.0,3.0,1.0,3028.0,4.6020599913279625
336849,0276H00190000000,15202,5/9/12,190000.0,1.0,1950.0,6.0,3.0,2.0,1.0,2344.0,5.278753600952829
383462,0347G00098000000,15237,6/29/10,212000.0,1.0,2010.0,8.0,4.0,2.0,1.0,1909.0,5.326335860928752
293988,0712M00227000000,15237,8/6/04,288000.0,2.0,1983.0,8.0,4.0,1.0,1.0,2542.0,5.459392487759231
71777,0035C00130000000,15216,5/24/99,40000.0,2.0,1950.0,5.0,3.0,1.0,0.0,1232.0,4.6020599913279625
338620,1822G00015000000,15090,11/3/93,198000.0,2.0,1988.0,8.0,4.0,2.0,1.0,2107.0,5.296665190261531
188342,0133L00036000000,15120,10/24/16,68000.0,2.0,1927.0,5.0,2.0,1.0,0.0,840.0,4.832508912706237
156895,0372C00016000000,15235,4/4/02,141000.0,1.0,1970.0,7.0,3.0,1.0,1.0,1692.0,5.14921911265538
289844,1239G00119000000,15239,8/18/14,106000.0,1.0,1964.0,6.0,3.0,1.0,0.0,925.0,5.02530586526477
146637,0188P00013000000,15227,12/22/17,263106.0,2.0,1930.0,8.0,4.0,2.0,2.0,2824.0,5.4201307520658615
23134,0081C00240000000,15201,9/17/01,59900.0,2.0,1950.0,6.0,3.0,1.0,1.0,1214.0,4.7774268223893115
83128,0042S00231000000,15204,6/24/93,34000.0,2.0,1910.0,6.0,3.0,1.0,0.0,1386.0,4.531478917042255
158497,0419C00118000000,15108,3/2/95,8000.0,1.0,1905.0,6.0,3.0,1.0,0.0,972.0,3.9030899869919438
88468,0024B00024000000,15212,9/24/90,21500.0,2.0,1915.0,5.0,2.0,1.0,0.0,1232.0,4.332438459915605
344174,0505M00125000000,15108,4/25/00,22000.0,2.0,1943.0,4.0,2.0,1.0,0.0,882.0,4.342422680822207
41858,0086H00029000000,15217,5/30/01,300000.0,2.5,1910.0,12.0,4.0,2.0,1.0,4456.0,5.477121254719663
322902,1213B00001B00100,15044,7/30/18,140000.0,2.0,1979.0,5.0,2.0,1.0,1.0,1148.0,5.146128035678238
348539,0925A00123000000,15108,9/22/17,350000.0,2.0,1994.0,9.0,4.0,2.0,1.0,2892.0,5.544068044350276
18748,0049B00038000000,15201,12/21/00,23000.0,2.0,1900.0,7.0,3.0,1.0,0.0,1088.0,4.361727836017593
228772,0359N00065000000,15238,7/22/10,630000.0,1.5,1994.0,12.0,6.0,5.0,2.0,8505.0,5.799340549453582
159378,0419H00003000000,15108,7/9/14,4900.0,2.0,1900.0,10.0,4.0,2.0,0.0,1984.0,3.690196080028514
338661,1820M00001000000,15005,9/17/91,92000.0,1.5,1941.0,6.0,3.0,1.0,1.0,1769.0,4.963787827345556
369458,0408N00007000000,15071,4/28/04,20000.0,1.0,2005.0,7.0,3.0,2.0,1.0,1552.0,4.301029995663981
321563,1076N00111000000,15101,5/28/15,497500.0,2.0,2004.0,8.0,4.0,2.0,1.0,3794.0,5.696793085081744
10120,0027C00208000000,15213,5/27/92,151000.0,2.0,1925.0,10.0,6.0,3.0,1.0,3145.0,5.17897694729317
99971,0045N00238000000,15212,5/24/16,12500.0,2.0,1890.0,4.0,2.0,1.0,0.0,960.0,4.096910013008056
354191,0142D00330000000,15228,10/18/88,115000.0,2.0,1927.0,12.0,6.0,2.0,1.0,3432.0,5.060697840353612
233210,0239A00105000000,15122,3/14/12,112000.0,2.0,1946.0,6.0,3.0,1.0,0.0,1242.0,5.049218022670182
352186,0140G00336000000,15228,11/21/17,989160.0,2.0,2017.0,11.0,4.0,4.0,1.0,4314.0,5.995266545891328
81221,0036M00021000000,15216,10/19/05,82000.0,1.0,1960.0,6.0,2.0,1.0,0.0,1040.0,4.913813852383717
189274,0179P00300000000,15120,3/23/99,55000.0,2.0,1950.0,6.0,2.0,1.0,1.0,1434.0,4.740362689494244
256395,0568N00265000000,15102,9/21/90,113500.0,2.0,1965.0,7.0,3.0,1.0,2.0,1804.0,5.054995861529141
54035,0057G00334000000,15207,12/11/01,15000.0,2.0,1900.0,8.0,4.0,2.0,0.0,2664.0,4.176091259055681
268730,0661A00320640700,15025,10/27/17,234000.0,1.0,2000.0,6.0,2.0,2.0,1.0,1596.0,5.3692158574101425
11864,0049J00123002A00,15201,12/6/17,339000.0,1.0,2005.0,3.0,1.0,1.0,0.0,1675.0,5.5301996982030825
210141,1222S00220000000,15084,10/6/10,24000.0,2.0,1910.0,4.0,2.0,2.0,0.0,882.0,4.380211241711606
65530,0015S00032000000,15210,5/29/14,25000.0,2.0,1935.0,6.0,3.0,1.0,0.0,1607.0,4.3979400086720375
233755,0241G00174000000,15122,5/1/90,39000.0,1.0,1950.0,6.0,3.0,1.0,0.0,968.0,4.5910646070264995
248263,0550B00122000000,15131,2/4/02,58800.0,1.0,1950.0,5.0,1.0,1.0,1.0,998.0,4.769377326076138
250424,0317J00128000000,15102,3/1/17,195100.0,1.5,1942.0,7.0,3.0,2.0,0.0,1620.0,5.290257269394518
257047,0665M00095000000,15102,9/30/96,238400.0,2.0,1996.0,9.0,4.0,2.0,1.0,2528.0,5.377306251068199
141115,1224F00175000000,15014,12/7/17,2253.0,2.0,1910.0,8.0,3.0,1.0,0.0,1650.0,3.3527611917238307
356706,0193J00247000000,15243,1/8/18,188000.0,2.0,1950.0,8.0,4.0,2.0,1.0,1911.0,5.27415784926368
116352,0096L00226000000,15234,11/6/96,64900.0,2.0,1953.0,6.0,2.0,1.0,0.0,1000.0,4.812244696800369
162126,0063L00083000000,15216,4/12/18,162000.0,2.0,1910.0,8.0,4.0,1.0,1.0,2278.0,5.209515014542631
321904,1077M00237000000,15101,4/30/15,179000.0,1.0,1946.0,7.0,3.0,1.0,0.0,1500.0,5.252853030979893
29639,0123N00158000000,15206,5/3/01,134000.0,2.0,1965.0,6.0,3.0,1.0,1.0,1560.0,5.127104798364807
211448,1223L00145000000,15084,7/9/99,40000.0,2.0,1920.0,9.0,4.0,2.0,0.0,2735.0,4.6020599913279625
180838,0070H00342000000,15205,5/5/17,171000.0,2.0,1900.0,7.0,3.0,1.0,1.0,2040.0,5.232996110392154
297112,1203N00110000000,15143,8/22/06,477400.0,2.0,2006.0,10.0,4.0,3.0,1.0,3901.0,5.678882414670736
121797,1002D00127000000,15025,6/27/01,26000.0,2.0,1925.0,5.0,2.0,1.0,0.0,930.0,4.414973347970818
380855,0223L00240000000,15215,3/10/06,438900.0,2.0,2004.0,8.0,4.0,1.0,1.0,3146.0,5.642365580844973
401488,0633G00265000000,15235,7/21/10,67000.0,1.0,1952.0,4.0,2.0,1.0,1.0,735.0,4.826074802700826
143222,1656D00117000000,15015,1/19/00,253000.0,2.0,1978.0,8.0,4.0,2.0,1.0,2502.0,5.4031205211758175
309942,1418K00227000000,15037,1/25/18,41000.0,1.0,1930.0,6.0,3.0,1.0,1.0,1385.0,4.6127838567197355
386957,0174D00279000000,15221,3/8/18,25000.0,1.0,1959.0,6.0,3.0,1.0,1.0,1000.0,4.3979400086720375
80037,0020R00124000000,15220,5/4/12,37500.0,2.0,1900.0,7.0,3.0,2.0,1.0,1800.0,4.574031267727719
393373,0370H00233000000,15235,2/14/89,18000.0,1.0,1956.0,5.0,3.0,1.0,0.0,894.0,4.2552725051033065
60296,0012J00049000000,15203,9/19/12,218000.0,2.0,1900.0,6.0,3.0,2.0,0.0,1591.0,5.338456493604605
255328,0567C00063000000,15102,9/6/74,14000.0,1.5,1915.0,5.0,3.0,1.0,0.0,999.0,4.146128035678238
351665,0100S00300000000,15243,8/28/08,310000.0,2.0,1964.0,7.0,4.0,2.0,1.0,2040.0,5.491361693834273
233528,0239K00194000000,15122,4/3/79,57500.0,1.0,1966.0,7.0,3.0,1.0,1.0,1395.0,4.7596678446896306
220741,0180G00352000000,15120,4/29/18,1000.0,2.0,1850.0,5.0,2.0,1.0,0.0,1416.0,3.0
166816,0375P00329000000,15112,6/20/80,2500.0,2.0,1982.0,6.0,3.0,2.0,1.0,1804.0,3.3979400086720375
259047,0773G00310000000,15102,5/5/10,205000.0,1.0,2003.0,5.0,3.0,1.0,2.0,1845.0,5.311753861055754
26131,0121J00349000000,15206,6/1/99,25000.0,1.0,1950.0,5.0,2.0,1.0,0.0,875.0,4.3979400086720375
97642,0162L00128000000,15214,10/20/06,100000.0,2.0,1920.0,8.0,4.0,1.0,0.0,1680.0,5.0
318410,0718S00260000000,15101,11/1/07,36000.0,1.0,1952.0,5.0,3.0,1.0,1.0,864.0,4.556302500767287
289825,1239G00077000000,15239,7/3/18,62500.0,1.0,1961.0,6.0,3.0,1.0,1.0,1040.0,4.795880017344075
301208,0202R00035000000,15106,12/8/06,205000.0,2.0,2004.0,8.0,4.0,2.0,0.0,2520.0,5.311753861055754
224412,0233E00055000000,15221,2/8/96,12500.0,2.0,1892.0,12.0,5.0,3.0,0.0,2696.0,4.096910013008056
