PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
USA,f,1944,1,0.00365,0.00364,0.5,96582,352,96406,6702455,69.40
USA,f,1944,2,0.00203,0.00203,0.5,96230,195,96133,6606049,68.65
USA,f,1944,3,0.00153,0.00153,0.5,96035,147,95961,6509917,67.79
USA,f,1944,4,0.00131,0.00131,0.5,95888,126,95825,6413955,66.89
USA,f,1944,5,0.00108,0.00108,0.5,95762,104,95710,6318130,65.98
USA,f,1944,6,0.00088,0.00088,0.5,95658,84,95616,6222420,65.05
USA,f,1944,7,0.00075,0.00075,0.5,95574,72,95538,6126804,64.11
USA,f,1944,8,0.00068,0.00067,0.5,95502,64,95470,6031266,63.15
USA,f,1944,9,0.00063,0.00063,0.5,95438,60,95407,5935796,62.20
USA,f,1944,10,0.00063,0.00063,0.5,95377,60,95347,5840389,61.23
USA,f,1944,11,0.00065,0.00065,0.5,95317,62,95286,5745042,60.27
